chip_id,application_scenario,compatibility_score,compatibility_level,estimated_lifespan_months,estimated_cost_reduction_percent
CHIP_00002,medical_device,65.80788060717639,marginal,72,3.161576121435277
CHIP_00002,automotive_safety,42.275173446929706,incompatible,48,0.0
CHIP_00002,consumer_tablet,97.19580598369868,compatible,108,9.439161196739736
CHIP_00002,consumer_desktop,85.20400057908948,compatible,96,7.0408001158178966
CHIP_00002,consumer_gaming,56.274824942793316,marginal,60,1.2549649885586631
CHIP_00002,data_center_efficiency,90.23316898827711,compatible,108,8.046633797655423
CHIP_00003,high_freq_cpu,86.0458235077126,compatible,96,7.2091647015425195
CHIP_00003,high_freq_gpu,42.02333208147708,incompatible,48,0.0
CHIP_00003,mobile_phone,83.31299803226322,compatible,96,6.662599606452645
CHIP_00003,iot_device,60.64970654832332,marginal,72,2.1299413096646647
CHIP_00003,wearable,100.0,compatible,120,10.0
CHIP_00003,aerospace_equipment,100.0,compatible,120,10.0
CHIP_00003,medical_device,72.06904339325864,compatible,84,4.413808678651728
CHIP_00003,automotive_safety,90.6787372933317,compatible,108,8.135747458666339
CHIP_00003,consumer_tablet,100.0,compatible,120,10.0
CHIP_00003,consumer_desktop,62.711615903283146,marginal,72,2.5423231806566293
CHIP_00003,consumer_gaming,62.143091621323535,marginal,72,2.428618324264707
CHIP_00003,data_center_efficiency,63.716330007770324,marginal,72,2.7432660015540646
CHIP_00004,high_freq_cpu,41.04408464620707,incompatible,48,0.0
CHIP_00004,high_freq_gpu,67.35761320543529,marginal,72,3.471522641087057
CHIP_00004,mobile_phone,67.71842865490213,marginal,72,3.5436857309804255
CHIP_00004,iot_device,100.0,compatible,120,10.0
CHIP_00004,wearable,90.11359946478233,compatible,108,8.022719892956465
CHIP_00004,aerospace_equipment,57.04309425237582,marginal,60,1.4086188504751647
CHIP_00004,medical_device,72.82353921231093,compatible,84,4.5647078424621865
CHIP_00004,automotive_safety,79.13851310918929,compatible,84,5.827702621837858
CHIP_00004,consumer_tablet,85.94466546695969,compatible,96,7.188933093391938
CHIP_00004,consumer_desktop,49.4687420478174,incompatible,48,0.0
CHIP_00004,consumer_gaming,78.3686617386433,compatible,84,5.673732347728659
CHIP_00004,data_center_efficiency,29.174860393236276,incompatible,24,0.0
CHIP_00005,high_freq_cpu,68.81216609534461,marginal,72,3.762433219068922
CHIP_00005,high_freq_gpu,73.29576955254056,compatible,84,4.659153910508112
CHIP_00005,mobile_phone,73.11704078543033,compatible,84,4.623408157086066
CHIP_00005,iot_device,88.70263166505177,compatible,96,7.7405263330103535
CHIP_00005,wearable,75.47353306544731,compatible,84,5.094706613089462
CHIP_00005,aerospace_equipment,69.61401478833699,marginal,72,3.9228029576673977
CHIP_00005,medical_device,41.74362479045726,incompatible,48,0.0
CHIP_00005,automotive_safety,50.74644241895235,marginal,60,0.1492884837904697
CHIP_00005,consumer_tablet,100.0,compatible,120,10.0
CHIP_00005,consumer_desktop,33.78736816563167,incompatible,36,0.0
CHIP_00005,consumer_gaming,88.42902231865357,compatible,96,7.6858044637307135
CHIP_00005,data_center_efficiency,100.0,compatible,120,10.0
CHIP_00006,high_freq_cpu,68.7529510585783,marginal,72,3.750590211715661
CHIP_00006,high_freq_gpu,69.63441636409837,marginal,72,3.926883272819674
CHIP_00006,mobile_phone,97.49642680169774,compatible,108,9.499285360339547
CHIP_00006,iot_device,85.29828879983359,compatible,96,7.059657759966717
CHIP_00006,wearable,57.15701041504848,marginal,60,1.4314020830096965
CHIP_00006,aerospace_equipment,87.59339492816709,compatible,96,7.518678985633417
CHIP_00006,medical_device,45.51770110226108,incompatible,48,0.0
CHIP_00006,automotive_safety,42.17700989882134,incompatible,48,0.0
CHIP_00006,consumer_tablet,46.10952082093303,incompatible,48,0.0
CHIP_00006,consumer_desktop,96.04658628545013,compatible,108,9.209317257090026
CHIP_00006,consumer_gaming,47.10505149259632,incompatible,48,0.0
CHIP_00006,data_center_efficiency,64.04956456889602,marginal,72,2.809912913779203
CHIP_00007,high_freq_cpu,68.80182708023622,marginal,72,3.7603654160472444
CHIP_00007,high_freq_gpu,100.0,compatible,120,10.0
CHIP_00007,mobile_phone,62.916655397230066,marginal,72,2.583331079446013
CHIP_00007,iot_device,100.0,compatible,120,10.0
CHIP_00007,wearable,93.79634012000874,compatible,108,8.759268024001747
CHIP_00007,aerospace_equipment,85.1692578206397,compatible,96,7.03385156412794
CHIP_00007,medical_device,68.22071549104712,marginal,72,3.6441430982094234
CHIP_00007,automotive_safety,68.61878849346112,marginal,72,3.723757698692225
CHIP_00007,consumer_tablet,56.82867669862822,marginal,60,1.3657353397256444
CHIP_00007,consumer_desktop,100.0,compatible,120,10.0
CHIP_00007,consumer_gaming,97.21820962612493,compatible,108,9.443641925224986
CHIP_00007,data_center_efficiency,79.46586160399261,compatible,84,5.893172320798522
CHIP_00008,high_freq_cpu,65.38763926036873,marginal,72,3.0775278520737457
CHIP_00008,high_freq_gpu,69.38112673499822,marginal,72,3.876225346999644
CHIP_00008,mobile_phone,100.0,compatible,120,10.0
CHIP_00008,iot_device,86.28872863713691,compatible,96,7.257745727427382
CHIP_00008,wearable,73.12272723912595,compatible,84,4.62454544782519
CHIP_00008,aerospace_equipment,41.919310103625016,incompatible,48,0.0
CHIP_00008,medical_device,59.79976901862607,marginal,60,1.9599538037252144
CHIP_00008,automotive_safety,100.0,compatible,120,10.0
CHIP_00008,consumer_tablet,92.62941567282766,compatible,108,8.525883134565532
CHIP_00008,consumer_desktop,100.0,compatible,120,10.0
CHIP_00008,consumer_gaming,100.0,compatible,120,10.0
CHIP_00008,data_center_efficiency,86.33771623978537,compatible,96,7.267543247957073
CHIP_00009,high_freq_cpu,63.264672353422284,marginal,72,2.652934470684457
CHIP_00009,high_freq_gpu,60.41725016862168,marginal,72,2.0834500337243353
CHIP_00009,mobile_phone,61.90183665741355,marginal,72,2.3803673314827094
CHIP_00009,iot_device,47.37522432520459,incompatible,48,0.0
CHIP_00009,wearable,76.38456025524125,compatible,84,5.276912051048251
CHIP_00009,aerospace_equipment,87.7597155431287,compatible,96,7.551943108625741
CHIP_00009,medical_device,57.74538185073517,marginal,60,1.5490763701470343
CHIP_00009,automotive_safety,16.015592361747014,incompatible,12,0.0
CHIP_00009,consumer_tablet,95.53799877950405,compatible,108,9.10759975590081
CHIP_00009,consumer_desktop,53.20419938391161,marginal,60,0.6408398767823215
CHIP_00009,consumer_gaming,25.52494333392518,incompatible,24,0.0
CHIP_00009,data_center_efficiency,78.00683411438563,compatible,84,5.601366822877125
CHIP_00010,high_freq_cpu,48.4896068183164,incompatible,48,0.0
CHIP_00010,high_freq_gpu,100.0,compatible,120,10.0
CHIP_00010,mobile_phone,57.02435258170412,marginal,60,1.4048705163408244
CHIP_00010,iot_device,100.0,compatible,120,10.0
CHIP_00010,wearable,95.52738735136408,compatible,108,9.105477470272817
CHIP_00010,aerospace_equipment,80.92669782381108,compatible,96,6.1853395647622165
CHIP_00010,medical_device,88.78673093035512,compatible,96,7.7573461860710236
CHIP_00010,automotive_safety,87.07629932655271,compatible,96,7.415259865310543
CHIP_00010,consumer_tablet,59.74361926446432,marginal,60,1.9487238528928643
CHIP_00010,consumer_desktop,47.33697526304868,incompatible,48,0.0
CHIP_00010,consumer_gaming,63.87541527064347,marginal,72,2.7750830541286944
CHIP_00010,data_center_efficiency,91.59361793247646,compatible,108,8.318723586495292
CHIP_00011,high_freq_cpu,55.36146192661814,marginal,60,1.0722923853236281
CHIP_00011,high_freq_gpu,73.42832515578019,compatible,84,4.685665031156037
CHIP_00011,mobile_phone,62.545597557679834,marginal,72,2.5091195115359666
CHIP_00011,iot_device,82.11127803812164,compatible,96,6.422255607624328
CHIP_00011,wearable,69.69104906807647,marginal,72,3.9382098136152934
CHIP_00011,aerospace_equipment,83.9166644089034,compatible,96,6.78333288178068
CHIP_00011,medical_device,67.28860273811503,marginal,72,3.457720547623006
CHIP_00011,automotive_safety,63.68811977472294,marginal,72,2.7376239549445884
CHIP_00011,consumer_tablet,87.17622201372807,compatible,96,7.435244402745613
CHIP_00011,consumer_desktop,61.86907089147444,marginal,72,2.3738141782948885
CHIP_00011,consumer_gaming,98.09358236862734,compatible,108,9.618716473725467
CHIP_00011,data_center_efficiency,73.41461868437351,compatible,84,4.682923736874701
CHIP_00012,high_freq_cpu,71.15502263351962,compatible,84,4.2310045267039245
CHIP_00012,high_freq_gpu,87.89884426110756,compatible,96,7.579768852221511
CHIP_00012,mobile_phone,73.89733302439349,compatible,84,4.779466604878698
CHIP_00012,iot_device,65.26806564410917,marginal,72,3.0536131288218344
CHIP_00012,wearable,56.81208697719254,marginal,60,1.3624173954385086
CHIP_00012,aerospace_equipment,82.60931036457913,compatible,96,6.521862072915826
CHIP_00012,medical_device,59.04869561357652,marginal,60,1.809739122715304
CHIP_00012,automotive_safety,83.58160332271214,compatible,96,6.716320664542428
CHIP_00012,consumer_tablet,100.0,compatible,120,10.0
CHIP_00012,consumer_desktop,75.89014935951381,compatible,84,5.178029871902763
CHIP_00012,consumer_gaming,70.74749737012631,compatible,84,4.149499474025262
CHIP_00012,data_center_efficiency,77.89804034406083,compatible,84,5.579608068812166
CHIP_00013,high_freq_cpu,80.47346243856194,compatible,96,6.094692487712388
CHIP_00013,high_freq_gpu,61.60234765152694,marginal,72,2.320469530305388
CHIP_00013,mobile_phone,82.92667048387577,compatible,96,6.585334096775154
CHIP_00013,iot_device,61.9187086841399,marginal,72,2.38374173682798
CHIP_00013,wearable,61.5184229169768,marginal,72,2.3036845833953605
CHIP_00013,aerospace_equipment,49.97469872659683,incompatible,48,0.0
CHIP_00013,medical_device,59.4183382593003,marginal,60,1.8836676518600597
CHIP_00013,automotive_safety,58.54079403099526,marginal,60,1.7081588061990516
CHIP_00013,consumer_tablet,53.72300721939406,marginal,60,0.7446014438788126
CHIP_00013,consumer_desktop,87.04109903797686,compatible,96,7.408219807595373
CHIP_00013,consumer_gaming,87.982645299582,compatible,96,7.596529059916401
CHIP_00013,data_center_efficiency,79.94651003452606,compatible,84,5.989302006905211
CHIP_00014,high_freq_cpu,55.670075922626445,marginal,60,1.134015184525289
CHIP_00014,high_freq_gpu,57.16618974692281,marginal,60,1.4332379493845622
CHIP_00014,mobile_phone,66.88171246789983,marginal,72,3.3763424935799664
CHIP_00014,iot_device,91.97218482968586,compatible,108,8.394436965937171
CHIP_00014,wearable,67.6834377046987,marginal,72,3.5366875409397407
CHIP_00014,aerospace_equipment,74.72182123189853,compatible,84,4.944364246379706
CHIP_00014,medical_device,65.95123332684382,marginal,72,3.190246665368764
CHIP_00014,automotive_safety,80.9685904998978,compatible,96,6.19371809997956
CHIP_00014,consumer_tablet,79.57837730963408,compatible,84,5.915675461926815
CHIP_00014,consumer_desktop,100.0,compatible,120,10.0
CHIP_00014,consumer_gaming,88.12841163258034,compatible,96,7.625682326516068
CHIP_00014,data_center_efficiency,76.30515646678494,compatible,84,5.261031293356988
CHIP_00015,high_freq_cpu,78.88357672699141,compatible,84,5.776715345398282
CHIP_00015,high_freq_gpu,63.6631081579946,marginal,72,2.73262163159892
CHIP_00015,mobile_phone,56.77194307946236,marginal,60,1.354388615892472
CHIP_00015,iot_device,66.27006088119322,marginal,72,3.2540121762386436
CHIP_00015,wearable,90.76618290848793,compatible,108,8.153236581697588
CHIP_00015,aerospace_equipment,56.69602601090644,marginal,60,1.3392052021812872
CHIP_00015,medical_device,86.90858870874112,compatible,96,7.381717741748224
CHIP_00015,automotive_safety,20.308210448665136,incompatible,24,0.0
CHIP_00015,consumer_tablet,38.29079097016204,incompatible,36,0.0
CHIP_00015,consumer_desktop,91.06298261682176,compatible,108,8.21259652336435
CHIP_00015,consumer_gaming,91.75080791158408,compatible,108,8.350161582316815
CHIP_00015,data_center_efficiency,100.0,compatible,120,10.0
CHIP_00016,high_freq_cpu,79.09455873578364,compatible,84,5.8189117471567275
CHIP_00016,high_freq_gpu,95.02122711262871,compatible,108,9.004245422525742
CHIP_00016,mobile_phone,100.0,compatible,120,10.0
CHIP_00016,iot_device,74.19451958415274,compatible,84,4.8389039168305485
CHIP_00016,wearable,46.61834265284411,incompatible,48,0.0
CHIP_00016,aerospace_equipment,84.22951757954665,compatible,96,6.84590351590933
CHIP_00016,medical_device,60.936255726457965,marginal,72,2.187251145291593
CHIP_00016,automotive_safety,88.25275939142566,compatible,96,7.650551878285131
CHIP_00016,consumer_tablet,61.60470527274196,marginal,72,2.320941054548392
CHIP_00016,consumer_desktop,86.24613202273319,compatible,96,7.249226404546638
CHIP_00016,consumer_gaming,61.96517784127681,marginal,72,2.3930355682553626
CHIP_00016,data_center_efficiency,78.78115288467312,compatible,84,5.756230576934624
CHIP_00017,high_freq_cpu,90.4368901163328,compatible,108,8.087378023266561
CHIP_00017,high_freq_gpu,7.93457103855534,incompatible,6,0.0
CHIP_00017,mobile_phone,69.88475864580909,marginal,72,3.9769517291618173
CHIP_00017,iot_device,63.83938695551645,marginal,72,2.7678773911032906
CHIP_00017,wearable,89.67124600596455,compatible,96,7.93424920119291
CHIP_00017,aerospace_equipment,58.31107685498746,marginal,60,1.6622153709974925
CHIP_00017,medical_device,63.61018829660697,marginal,72,2.722037659321394
CHIP_00017,automotive_safety,93.31144049567527,compatible,108,8.662288099135054
CHIP_00017,consumer_tablet,64.57938698060225,marginal,72,2.9158773961204503
CHIP_00017,consumer_desktop,65.31904405116681,marginal,72,3.0638088102333625
CHIP_00017,consumer_gaming,64.8755440239382,marginal,72,2.9751088047876406
CHIP_00017,data_center_efficiency,57.51974983204891,marginal,60,1.5039499664097817
CHIP_00018,high_freq_cpu,63.89200510106184,marginal,72,2.7784010202123683
CHIP_00018,high_freq_gpu,61.78071819541335,marginal,72,2.3561436390826698
CHIP_00018,mobile_phone,73.98540094375232,compatible,84,4.797080188750465
CHIP_00018,iot_device,73.47659468522717,compatible,84,4.695318937045434
CHIP_00018,wearable,100.0,compatible,120,10.0
CHIP_00018,aerospace_equipment,63.35701469280585,marginal,72,2.6714029385611697
CHIP_00018,medical_device,75.4127725883188,compatible,84,5.082554517663761
CHIP_00018,automotive_safety,90.30040761633639,compatible,108,8.060081523267277
CHIP_00018,consumer_tablet,95.40873431948648,compatible,108,9.081746863897298
CHIP_00018,consumer_desktop,61.06548021907315,marginal,72,2.2130960438146303
CHIP_00018,consumer_gaming,68.47713634166277,marginal,72,3.695427268332554
CHIP_00018,data_center_efficiency,83.90609687707861,compatible,96,6.781219375415722
CHIP_00019,high_freq_cpu,70.95556523878439,compatible,84,4.191113047756877
CHIP_00019,high_freq_gpu,65.85928851286464,marginal,72,3.1718577025729275
CHIP_00019,mobile_phone,64.79750353251136,marginal,72,2.959500706502271
CHIP_00019,iot_device,94.52879338751559,compatible,108,8.905758677503119
CHIP_00019,wearable,63.75715475398374,marginal,72,2.751430950796748
CHIP_00019,aerospace_equipment,24.030686387720422,incompatible,24,0.0
CHIP_00019,medical_device,58.40577801383846,marginal,60,1.6811556027676915
CHIP_00019,automotive_safety,100.0,compatible,120,10.0
CHIP_00019,consumer_tablet,91.25918758333998,compatible,108,8.251837516667996
CHIP_00019,consumer_desktop,49.83040019819424,incompatible,48,0.0
CHIP_00019,consumer_gaming,58.21946264557576,marginal,60,1.643892529115152
CHIP_00019,data_center_efficiency,73.4356119892366,compatible,84,4.687122397847321
CHIP_00020,high_freq_cpu,89.53240801829885,compatible,96,7.9064816036597705
CHIP_00020,high_freq_gpu,74.59416227133501,compatible,84,4.918832454267002
CHIP_00020,mobile_phone,71.99345421707183,compatible,84,4.398690843414366
CHIP_00020,iot_device,49.301058714387516,incompatible,48,0.0
CHIP_00020,wearable,72.66265701308076,compatible,84,4.5325314026161525
CHIP_00020,aerospace_equipment,83.27730259360091,compatible,96,6.655460518720181
CHIP_00020,medical_device,73.82394167497192,compatible,84,4.764788334994384
CHIP_00020,automotive_safety,97.4373395634194,compatible,108,9.48746791268388
CHIP_00020,consumer_tablet,100.0,compatible,120,10.0
CHIP_00020,consumer_desktop,58.57154505952668,marginal,60,1.7143090119053355
CHIP_00020,consumer_gaming,86.56324873965869,compatible,96,7.312649747931738
CHIP_00020,data_center_efficiency,89.02875829850638,compatible,96,7.805751659701275
CHIP_00021,high_freq_cpu,50.24189504615438,marginal,60,0.04837900923087659
CHIP_00021,high_freq_gpu,58.138070319320974,marginal,60,1.6276140638641947
CHIP_00021,mobile_phone,63.05974199855457,marginal,72,2.611948399710914
CHIP_00021,iot_device,69.15541404588821,marginal,72,3.8310828091776417
CHIP_00021,wearable,97.95684906063593,compatible,108,9.591369812127187
CHIP_00021,aerospace_equipment,100.0,compatible,120,10.0
CHIP_00021,medical_device,63.43177041763606,marginal,72,2.686354083527212
CHIP_00021,automotive_safety,69.80912501688992,marginal,72,3.9618250033779843
CHIP_00021,consumer_tablet,100.0,compatible,120,10.0
CHIP_00021,consumer_desktop,77.1528013245,compatible,84,5.4305602649
CHIP_00021,consumer_gaming,61.99458343010436,marginal,72,2.398916686020873
CHIP_00021,data_center_efficiency,52.55000527805837,marginal,60,0.5100010556116743
CHIP_00022,high_freq_cpu,94.47593012734936,compatible,108,8.895186025469872
CHIP_00022,high_freq_gpu,89.73311961571216,compatible,96,7.946623923142431
CHIP_00022,mobile_phone,72.40404835149354,compatible,84,4.480809670298709
CHIP_00022,iot_device,100.0,compatible,120,10.0
CHIP_00022,wearable,83.54521404522687,compatible,96,6.709042809045374
CHIP_00022,aerospace_equipment,86.60096087722917,compatible,96,7.320192175445834
CHIP_00022,medical_device,48.35017743760383,incompatible,48,0.0
CHIP_00022,automotive_safety,63.77081376875807,marginal,72,2.7541627537516136
CHIP_00022,consumer_tablet,76.10777990080382,compatible,84,5.221555980160764
CHIP_00022,consumer_desktop,66.84999890881674,marginal,72,3.3699997817633487
CHIP_00022,consumer_gaming,33.60794902746638,incompatible,36,0.0
CHIP_00022,data_center_efficiency,58.529259654685774,marginal,60,1.7058519309371547
CHIP_00023,high_freq_cpu,79.48185470370684,compatible,84,5.8963709407413685
CHIP_00023,high_freq_gpu,94.37151544700946,compatible,108,8.874303089401891
CHIP_00023,mobile_phone,100.0,compatible,120,10.0
CHIP_00023,iot_device,99.80470186543697,compatible,108,9.960940373087393
CHIP_00023,wearable,76.63400385695984,compatible,84,5.326800771391968
CHIP_00023,aerospace_equipment,81.9864007015697,compatible,96,6.397280140313941
CHIP_00023,medical_device,64.81775419762626,marginal,72,2.9635508395252517
CHIP_00023,automotive_safety,73.44826590057565,compatible,84,4.68965318011513
CHIP_00023,consumer_tablet,40.74899030014893,incompatible,48,0.0
CHIP_00023,consumer_desktop,67.34069280405556,marginal,72,3.468138560811113
CHIP_00023,consumer_gaming,74.19425308723542,compatible,84,4.8388506174470844
CHIP_00023,data_center_efficiency,99.94109030212785,compatible,108,9.98821806042557
CHIP_00024,high_freq_cpu,87.44888594257667,compatible,96,7.489777188515333
CHIP_00024,high_freq_gpu,58.60695194582745,marginal,60,1.7213903891654894
CHIP_00024,mobile_phone,79.54823101711787,compatible,84,5.909646203423574
CHIP_00024,iot_device,75.17603895985656,compatible,84,5.035207791971311
CHIP_00024,wearable,67.75345406247774,marginal,72,3.5506908124955485
CHIP_00024,aerospace_equipment,71.35575902437746,compatible,84,4.271151804875492
CHIP_00024,medical_device,42.09669449373339,incompatible,48,0.0
CHIP_00024,automotive_safety,88.44487461022307,compatible,96,7.688974922044613
CHIP_00024,consumer_tablet,51.70049620803319,marginal,60,0.3400992416066373
CHIP_00024,consumer_desktop,59.27813099306708,marginal,60,1.855626198613416
CHIP_00024,consumer_gaming,84.68168396831173,compatible,96,6.936336793662346
CHIP_00024,data_center_efficiency,100.0,compatible,120,10.0
CHIP_00025,high_freq_cpu,79.61360612036985,compatible,84,5.92272122407397
CHIP_00025,high_freq_gpu,38.76379127458155,incompatible,36,0.0
CHIP_00025,mobile_phone,45.40287796267676,incompatible,48,0.0
CHIP_00025,iot_device,89.07066390078157,compatible,96,7.814132780156314
CHIP_00025,wearable,92.16561462875023,compatible,108,8.433122925750046
CHIP_00025,aerospace_equipment,77.5218232208342,compatible,84,5.504364644166839
CHIP_00025,medical_device,48.1632717635628,incompatible,48,0.0
CHIP_00025,automotive_safety,84.71340588063342,compatible,96,6.942681176126683
CHIP_00025,consumer_tablet,44.325517083651555,incompatible,48,0.0
CHIP_00025,consumer_desktop,47.707854425184195,incompatible,48,0.0
CHIP_00025,consumer_gaming,100.0,compatible,120,10.0
CHIP_00025,data_center_efficiency,25.876560188029405,incompatible,24,0.0
CHIP_00026,high_freq_cpu,51.433550051335715,marginal,60,0.28671001026714293
CHIP_00026,high_freq_gpu,100.0,compatible,120,10.0
CHIP_00026,mobile_phone,79.70182676346239,compatible,84,5.940365352692479
CHIP_00026,iot_device,56.89304761463454,marginal,60,1.378609522926908
CHIP_00026,wearable,87.79876966230746,compatible,96,7.559753932461493
CHIP_00026,aerospace_equipment,100.0,compatible,120,10.0
CHIP_00026,medical_device,75.4469903603214,compatible,84,5.089398072064279
CHIP_00026,automotive_safety,91.21711468455379,compatible,108,8.243422936910758
CHIP_00026,consumer_tablet,59.146022714214006,marginal,60,1.8292045428428012
CHIP_00026,consumer_desktop,49.23847394896552,incompatible,48,0.0
CHIP_00026,consumer_gaming,64.4853664716351,marginal,72,2.8970732943270208
CHIP_00026,data_center_efficiency,98.57437173253388,compatible,108,9.714874346506775
CHIP_00027,high_freq_cpu,57.75655066052517,marginal,60,1.5513101321050342
CHIP_00027,high_freq_gpu,75.09786021809073,compatible,84,5.019572043618146
CHIP_00027,mobile_phone,45.523025713217045,incompatible,48,0.0
CHIP_00027,iot_device,65.92781090916218,marginal,72,3.1855621818324353
CHIP_00027,wearable,53.05392165577357,marginal,60,0.6107843311547143
CHIP_00027,aerospace_equipment,38.43394138353634,incompatible,36,0.0
CHIP_00027,medical_device,77.01750615086407,compatible,84,5.403501230172813
CHIP_00027,automotive_safety,49.662625706101835,incompatible,48,0.0
CHIP_00027,consumer_tablet,86.41450675926734,compatible,96,7.282901351853468
CHIP_00027,consumer_desktop,78.80094981628356,compatible,84,5.760189963256712
CHIP_00027,consumer_gaming,68.50183644275815,marginal,72,3.7003672885516297
CHIP_00027,data_center_efficiency,71.63406014761847,compatible,84,4.326812029523694
CHIP_00028,high_freq_cpu,78.01502362682218,compatible,84,5.603004725364437
CHIP_00028,high_freq_gpu,51.84580340418444,marginal,60,0.3691606808368874
CHIP_00028,mobile_phone,45.357387643191785,incompatible,48,0.0
CHIP_00028,iot_device,100.0,compatible,120,10.0
CHIP_00028,wearable,69.92646456084924,marginal,72,3.985292912169848
CHIP_00028,aerospace_equipment,59.92124014990371,marginal,60,1.984248029980742
CHIP_00028,medical_device,69.51023594993809,marginal,72,3.9020471899876186
CHIP_00028,automotive_safety,86.96339444894733,compatible,96,7.392678889789465
CHIP_00028,consumer_tablet,52.58611180434406,marginal,60,0.5172223608688113
CHIP_00028,consumer_desktop,100.0,compatible,120,10.0
CHIP_00028,consumer_gaming,82.09112684952899,compatible,96,6.418225369905798
CHIP_00028,data_center_efficiency,81.50755543559815,compatible,96,6.30151108711963
CHIP_00029,high_freq_cpu,72.5952760252021,compatible,84,4.519055205040419
CHIP_00029,high_freq_gpu,62.04317697671206,marginal,72,2.4086353953424124
CHIP_00029,mobile_phone,98.29340559803295,compatible,108,9.65868111960659
CHIP_00029,iot_device,58.84988900861837,marginal,60,1.7699778017236738
CHIP_00029,wearable,79.88853276243388,compatible,84,5.977706552486777
CHIP_00029,aerospace_equipment,83.40747262473533,compatible,96,6.681494524947067
CHIP_00029,medical_device,78.87746991399588,compatible,84,5.775493982799176
CHIP_00029,automotive_safety,23.793647323755792,incompatible,24,0.0
CHIP_00029,consumer_tablet,98.06099204686082,compatible,108,9.612198409372164
CHIP_00029,consumer_desktop,55.77529342309079,marginal,60,1.1550586846181574
CHIP_00029,consumer_gaming,90.27128857151476,compatible,108,8.054257714302953
CHIP_00029,data_center_efficiency,100.0,compatible,120,10.0
CHIP_00030,high_freq_cpu,51.98540038168534,marginal,60,0.39708007633706754
CHIP_00030,high_freq_gpu,69.28349262264501,marginal,72,3.8566985245290026
CHIP_00030,mobile_phone,69.80621187140892,marginal,72,3.9612423742817837
CHIP_00030,iot_device,45.93912448143383,incompatible,48,0.0
CHIP_00030,wearable,62.58870638180193,marginal,72,2.5177412763603852
CHIP_00030,aerospace_equipment,73.86216868219826,compatible,84,4.772433736439652
CHIP_00030,medical_device,66.17185767922368,marginal,72,3.2343715358447356
CHIP_00030,automotive_safety,90.6521729494113,compatible,108,8.13043458988226
CHIP_00030,consumer_tablet,79.9685860296074,compatible,84,5.993717205921479
CHIP_00030,consumer_desktop,65.54088686050386,marginal,72,3.108177372100772
CHIP_00030,consumer_gaming,53.961940506562776,marginal,60,0.7923881013125552
CHIP_00030,data_center_efficiency,72.35772512029645,compatible,84,4.47154502405929
CHIP_00031,high_freq_cpu,84.46525233700024,compatible,96,6.893050467400047
CHIP_00031,high_freq_gpu,100.0,compatible,120,10.0
CHIP_00031,mobile_phone,30.513104829596664,incompatible,36,0.0
CHIP_00031,iot_device,63.97203043029743,marginal,72,2.794406086059486
CHIP_00031,wearable,84.53342478133109,compatible,96,6.9066849562662185
CHIP_00031,aerospace_equipment,96.98429211004982,compatible,108,9.396858422009965
CHIP_00031,medical_device,79.0229659522858,compatible,84,5.80459319045716
CHIP_00031,automotive_safety,94.27403408013053,compatible,108,8.854806816026107
CHIP_00031,consumer_tablet,100.0,compatible,120,10.0
CHIP_00031,consumer_desktop,81.04874288057697,compatible,96,6.209748576115393
