chip_id,update_step,timestamp,vdd_voltage,idd_static_ma,idd_dynamic_ma,propagation_delay_ns,fmax_mhz,model_accuracy_old_data,model_accuracy_new_data,model_accuracy_combined,catastrophic_forgetting_risk,training_loss,validation_loss,model_version,training_samples_count,training_time_hours
CHIP_00005,10,2026-08-04T00:00:00,3.065354520236967,5.669879962629976,151.92189856262982,5.681286211883895,301.14814420961807,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00006,1,2026-06-02T00:00:00,3.2385502494538962,4.871945687940909,152.3418808153698,5.571037026543347,299.69549203017925,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00006,2,2026-06-09T00:00:00,3.265866369165439,5.463299468736528,148.4252858334925,5.574709738117003,298.58903673783055,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00006,3,2026-06-16T00:00:00,3.2291159398386386,5.449633055596157,152.7762490469641,5.6113509636000645,305.9273940357716,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00006,4,2026-06-23T00:00:00,3.2210501920816377,5.364585891388489,149.46919973021963,5.572416635248844,298.5492847281616,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00006,5,2026-06-30T00:00:00,3.2048497982496356,5.378547107631074,148.04533795029957,5.759238727568546,293.9699130925015,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00006,6,2026-07-07T00:00:00,3.119290569360613,5.587433262050021,152.9749880818888,5.622411981705215,301.94172754632143,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00006,7,2026-07-14T00:00:00,3.159387661357654,5.010823688554251,150.92741367458117,5.502283828848789,303.4755986670888,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00006,8,2026-07-21T00:00:00,3.1326471309248927,5.072350840962247,149.83584247504103,5.621293145427562,295.5813772359801,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00006,9,2026-07-28T00:00:00,3.078888980221678,5.433106163447574,151.63489971332618,5.539305682462887,295.8448084719084,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00006,10,2026-08-04T00:00:00,3.1116024968678815,4.965574697550803,146.77760867687033,5.528155577874756,296.93276424144074,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00007,1,2026-06-02T00:00:00,3.2955453782799,5.482606865084866,152.67297886960606,5.494006147003657,299.70491896048657,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00007,2,2026-06-09T00:00:00,3.2098735317681095,5.074446059202283,149.33402408323957,5.5522718560338085,295.4638452822384,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00007,3,2026-06-16T00:00:00,3.2659673257120585,5.579821673900773,149.97371955462944,5.5701711722098946,302.85071995855554,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00007,4,2026-06-23T00:00:00,3.199938976405708,5.227227744543125,150.4377772023454,5.549767609854883,295.33495108072265,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00007,5,2026-06-30T00:00:00,3.201225508712947,5.349399487373635,154.8534308233851,5.64592708260852,309.7659122875578,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00007,6,2026-07-07T00:00:00,3.141632621855597,5.501696191016204,151.15002601721505,5.778980293321767,294.7585085732243,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00007,7,2026-07-14T00:00:00,3.118013907890961,5.100182206366793,144.32831282707056,5.517424497831924,294.8043366922315,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00007,8,2026-07-21T00:00:00,3.14751968932381,5.422526792733148,156.42851251764768,5.675042383818605,295.51548172168793,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00007,9,2026-07-28T00:00:00,3.075079266432582,5.507575751451952,146.93930037893807,5.773145876585435,304.09720060360644,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00007,10,2026-08-04T00:00:00,3.0765412173947646,4.8860596412727375,155.06161712249624,5.588546015474738,304.1890815598673,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00008,1,2026-06-02T00:00:00,3.2002786170602815,4.860187493113868,150.11573109915454,5.514698059376474,297.5496726426038,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00008,2,2026-06-09T00:00:00,3.2911424966173746,4.759713871185221,149.77286154493612,5.532029563171189,302.1721941702938,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00008,3,2026-06-16T00:00:00,3.2755807439044444,4.7826073724486395,145.69765748779315,5.657767682189851,301.0615700598979,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00008,4,2026-06-23T00:00:00,3.182575673172172,5.625345592656757,150.7470239028786,5.657929718406383,299.5375924070505,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00008,5,2026-06-30T00:00:00,3.303037396244099,5.726602252732961,149.75310755456277,5.6471570950954355,302.22687974792575,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00008,6,2026-07-07T00:00:00,3.2484315778766173,4.9505229618259685,152.65815437999532,5.665842448684958,290.00630256788446,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00008,7,2026-07-14T00:00:00,3.100837074366711,4.668230346671971,149.89177949666632,5.6417542255795965,306.1117852604802,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00008,8,2026-07-21T00:00:00,3.1437047390209885,5.808584663671388,146.65969562535534,5.409661756064485,298.12226150551686,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00008,9,2026-07-28T00:00:00,3.139203272446965,5.350191575571772,144.69767369988037,5.581087996048721,291.6776524974757,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00008,10,2026-08-04T00:00:00,3.1334836274415014,5.509979473829055,148.18036064101793,5.54861330826633,292.7039323905552,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00009,1,2026-06-02T00:00:00,3.2768660451363414,5.326542696150372,147.14282186099337,5.560404651551784,297.1487119081378,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00009,2,2026-06-09T00:00:00,3.2203563583868826,5.0478908920136325,147.09427303274185,5.464635069465281,293.6106105370558,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00009,3,2026-06-16T00:00:00,3.3382362566458195,5.130579065591519,148.20082347602226,5.551397991073422,298.83835975154585,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00009,4,2026-06-23T00:00:00,3.2089515200233385,5.3442500100130275,152.6725231301419,5.486949885238947,296.32090879677656,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00009,5,2026-06-30T00:00:00,3.1862474151424176,4.509423650579325,145.95442681340435,5.686687426744452,307.2248385675064,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00009,6,2026-07-07T00:00:00,3.167548198022181,5.41296708891673,151.5337504636306,5.867888080845523,304.3978745571729,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00009,7,2026-07-14T00:00:00,3.1536041204259613,4.993337867819872,145.88066103922728,5.590346363586723,294.8182462735785,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00009,8,2026-07-21T00:00:00,3.068887314520116,5.1260281347272425,147.55535598915682,5.748714163507256,302.8081987847472,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00009,9,2026-07-28T00:00:00,3.1196013679341688,5.803983241667008,151.13210492294286,5.503871579867173,305.81562038634826,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00009,10,2026-08-04T00:00:00,3.1269455021842325,5.088826153702064,150.42898396574918,5.512438174661524,291.0860013451783,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00010,1,2026-06-02T00:00:00,3.326308877376582,5.612824992141039,145.90429727854257,5.566296923669057,296.54678715439087,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00010,2,2026-06-09T00:00:00,3.235643730811765,4.902281822728339,147.60802769096054,5.524852162794482,295.4452494179448,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00010,3,2026-06-16T00:00:00,3.2535228412889916,5.104928567165259,149.5831558594008,5.43924363379584,296.51614334715833,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00010,4,2026-06-23T00:00:00,3.2577695612912874,5.3102751562873145,147.46733426560436,5.549933230542923,302.9569356168589,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00010,5,2026-06-30T00:00:00,3.116529735943931,5.363008057713981,148.51212872316245,5.6070598668593155,295.1837042172874,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00010,6,2026-07-07T00:00:00,3.089755894966774,4.751737268635051,150.74425483998414,5.585972250172148,294.27841687447795,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00010,7,2026-07-14T00:00:00,3.1919296229388685,4.781543981319312,150.50176060405803,5.4488983800237545,295.3408194609892,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00010,8,2026-07-21T00:00:00,3.14236993356582,5.061875990414815,149.64633336731055,5.680629280921444,295.51554065238423,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00010,9,2026-07-28T00:00:00,3.161784605603257,5.021087943602715,152.48941253374585,5.73415686206579,285.84177749936356,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00010,10,2026-08-04T00:00:00,3.0601552372264758,5.573121638154162,150.390863841871,5.6371145873371304,294.9800740664209,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00011,1,2026-06-02T00:00:00,3.2843294893736448,4.993296829382376,153.60334618497942,5.535442084330121,301.488013310376,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00011,2,2026-06-09T00:00:00,3.2394061516938764,4.933718132778252,148.90232543654113,5.5594452142378294,297.4950775958987,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00011,3,2026-06-16T00:00:00,3.2544887428448206,5.742620239593632,152.91337411029508,5.497397646783216,305.4060696108197,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00011,4,2026-06-23T00:00:00,3.1995962313489223,4.548562639446644,147.3757410672478,5.352920807897415,297.44243257979343,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00011,5,2026-06-30T00:00:00,3.2009209189594774,5.702931193682585,151.4807821212925,5.528089947119113,303.14702790591747,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00011,6,2026-07-07T00:00:00,3.0694432345496057,5.31068436743257,152.9125955816609,5.412141375422015,304.5187702160347,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00011,7,2026-07-14T00:00:00,3.1769248203747202,5.15541362582976,152.59834559831884,5.79706928578044,299.5093312752925,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00011,8,2026-07-21T00:00:00,3.1524110293150165,5.182191730137927,148.25046689160564,5.663033581654425,294.11958087045565,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00011,9,2026-07-28T00:00:00,3.1235783118609692,5.2167027659704654,152.33693947723918,5.623366210528695,303.3876997212895,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00011,10,2026-08-04T00:00:00,3.0744991800572623,5.319037519411989,148.06370885265306,5.5555706739923885,299.8865024652243,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00012,1,2026-06-02T00:00:00,3.3178494308322675,4.763350402746712,152.70881776031698,5.645563785880495,301.8671745161185,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00012,2,2026-06-09T00:00:00,3.353839790627903,4.847863240268929,146.46603589006574,5.342127975109571,307.08022155744595,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00012,3,2026-06-16T00:00:00,3.272718282817703,5.103324598726863,151.13990587895947,5.417451095270162,311.6287598980841,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00012,4,2026-06-23T00:00:00,3.226461059098761,5.192818438381468,152.57729987169608,5.588100923173672,300.31942012139564,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00012,5,2026-06-30T00:00:00,3.160476277227734,5.341440507140799,156.1460734894251,5.684542004615498,306.965933133197,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00012,6,2026-07-07T00:00:00,3.1544392161784405,4.943118553922426,150.22263923970104,5.565572491228869,304.27095759235476,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00012,7,2026-07-14T00:00:00,3.075376768514259,5.738865095838184,150.225976304263,5.527311893005258,293.5394781236992,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00012,8,2026-07-21T00:00:00,3.0572571664067114,5.566951175188574,151.01995390156523,5.451003910025895,291.9246061396819,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00012,9,2026-07-28T00:00:00,3.1032107650354934,5.860706457586819,150.1212259459092,5.4396857046881895,296.97128467957026,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00012,10,2026-08-04T00:00:00,3.086363821512616,4.590934007117529,150.83711540044655,5.5769065469791315,301.4810318240671,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00013,1,2026-06-02T00:00:00,3.3724478047472672,5.377969508864327,149.2933339283355,5.399347409125832,312.66679901624934,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
