trial_id,chip_id,deployment_day,operation_date,hours_running_per_day,cpu_utilization_percent,temperature_celsius,num_errors_detected,error_rate_ppm,maintenance_performed,parameter_adjustment_count,system_status
TRIAL_01,CHIP_00235,1,2026-10-02,16.739303038289393,31.66741119173814,44.65755509566392,0,188.52415675288893,0,0,normal
TRIAL_01,CHIP_00006,1,2026-10-02,13.752847409088679,65.72048376801274,31.215093943366846,0,480.93020466065445,0,0,warning
TRIAL_01,CHIP_00959,1,2026-10-02,18.359200152589302,50.219756625142914,52.5750570006668,0,614.4860590603781,0,1,normal
TRIAL_01,CHIP_00373,1,2026-10-02,22.91620391925767,33.63010481086328,46.348520506074195,1,79.633151455209,0,0,warning
TRIAL_01,CHIP_00122,1,2026-10-02,9.093159929145918,36.806072105313454,58.03912627568679,0,500.0002993335061,0,0,normal
TRIAL_01,CHIP_00444,1,2026-10-02,18.786569268366037,60.06839755319201,42.95958583866627,1,1536.0775791790313,0,1,critical
TRIAL_01,CHIP_00380,1,2026-10-02,12.235505797315975,72.9842191423482,52.924825046164564,0,465.6105161279212,0,0,normal
TRIAL_01,CHIP_00490,1,2026-10-02,18.264394355319805,69.13878150109271,38.55541964831923,0,1312.8248278130295,0,0,warning
TRIAL_01,CHIP_00476,1,2026-10-02,17.223635776496756,78.93965671713492,47.88652960701557,0,669.4498969035183,0,0,normal
TRIAL_01,CHIP_00222,1,2026-10-02,18.635710022532663,33.81273442676597,56.33462640032502,1,88.37889961793122,0,0,warning
TRIAL_01,CHIP_00560,1,2026-10-02,18.901511879208336,83.47294920178427,39.62899678949047,0,895.5972190305638,0,0,normal
TRIAL_01,CHIP_00573,1,2026-10-02,11.26232959579177,65.35199658038442,42.86840341048788,0,1477.4960707353684,0,0,normal
TRIAL_01,CHIP_00644,1,2026-10-02,18.81159657858919,42.60907759342952,48.15313803432682,0,57.966609257366606,0,0,normal
TRIAL_01,CHIP_00878,1,2026-10-02,10.801765527376482,36.28898656564067,40.06087251893925,1,619.4077302586687,0,1,normal
TRIAL_01,CHIP_00074,1,2026-10-02,14.020806494972597,52.655403280634715,43.172505972092665,0,142.54175710697393,0,0,normal
TRIAL_01,CHIP_00564,1,2026-10-02,19.769989749242832,62.71164538838534,56.55412467680802,0,24.46340162508557,0,0,normal
TRIAL_01,CHIP_00741,1,2026-10-02,12.473205286055647,37.03924601929894,37.33773324900912,0,278.166222662835,0,0,warning
TRIAL_01,CHIP_00550,1,2026-10-02,8.895940248555265,50.3408624249728,53.427689467327326,0,36.79443266130152,0,0,normal
TRIAL_01,CHIP_00836,1,2026-10-02,14.179682803636199,45.81918751391071,52.86737228559014,1,837.0426948810895,0,0,normal
TRIAL_01,CHIP_00410,1,2026-10-02,16.007006914741467,62.97775615839401,55.44846984276062,0,785.7445348165496,0,0,normal
TRIAL_01,CHIP_00690,1,2026-10-02,16.426319879478804,64.05308682603143,44.632628433124104,0,170.41339712277303,0,0,normal
TRIAL_01,CHIP_00234,1,2026-10-02,22.858266807408555,34.450499165851554,34.47960979059554,1,146.27738074731252,0,0,normal
TRIAL_01,CHIP_00229,1,2026-10-02,12.578374541871678,77.11242991206788,48.30440948688923,0,526.2449173350939,0,1,warning
TRIAL_01,CHIP_00850,1,2026-10-02,21.886016360513125,86.53913643471708,47.89490850917974,0,307.26828187798975,0,0,normal
TRIAL_01,CHIP_00980,1,2026-10-02,16.79241714210803,56.65199435986871,39.380373056732445,1,118.31352698024814,0,2,normal
TRIAL_01,CHIP_00342,1,2026-10-02,23.216589692080053,45.10850516568475,42.31005190771645,0,919.4476136183255,0,0,warning
TRIAL_01,CHIP_00767,1,2026-10-02,16.631985533721156,57.08542717654365,43.082574725823406,1,1130.5704312375033,0,0,normal
TRIAL_01,CHIP_00960,1,2026-10-02,23.837028711629358,72.37487675755746,35.84677907266604,0,548.6810218385064,0,0,normal
TRIAL_01,CHIP_00821,1,2026-10-02,18.463618359307933,74.49668543085144,43.49076611046592,0,70.03435910491498,0,0,normal
TRIAL_01,CHIP_00797,1,2026-10-02,16.511359151014595,38.58249076442738,46.61343100857486,1,637.871627075101,0,0,normal
TRIAL_01,CHIP_00044,1,2026-10-02,23.144728830814795,35.8506903607869,43.733187407806476,0,91.92221055533523,0,0,normal
TRIAL_01,CHIP_00334,1,2026-10-02,11.871431116303107,30.23370370289575,45.09707724330471,0,18.370249336859864,0,0,normal
TRIAL_01,CHIP_00385,1,2026-10-02,14.323400234080475,87.39503343780927,41.867474405050366,0,864.1718050063396,0,0,normal
TRIAL_01,CHIP_00450,1,2026-10-02,20.391618736984682,71.05365076354994,33.532612113132224,0,638.6464708427078,0,0,normal
TRIAL_01,CHIP_00609,1,2026-10-02,23.817860088756397,78.11471248207651,53.37192266486994,1,1141.7809739766387,0,0,normal
TRIAL_01,CHIP_00215,1,2026-10-02,11.238343306190643,35.28701878785886,46.71116792046137,1,1750.6439189444689,0,0,warning
TRIAL_01,CHIP_00658,1,2026-10-02,22.79767596493713,85.04977114897395,44.88701414354301,1,137.85191722453558,0,0,normal
TRIAL_01,CHIP_00998,1,2026-10-02,20.0452396574114,83.52727696198357,31.118649863634452,0,245.81762817586454,0,0,normal
TRIAL_01,CHIP_00481,1,2026-10-02,11.43715865874732,40.4955649256904,33.21457026173276,0,134.3131574918753,0,0,normal
TRIAL_01,CHIP_00052,1,2026-10-02,10.975137645452465,80.01995043594204,36.609342711191466,0,294.36273492088054,0,0,normal
TRIAL_01,CHIP_00727,1,2026-10-02,19.823486681692437,91.94803893521737,45.12146773478873,0,492.845553443093,0,0,normal
TRIAL_01,CHIP_00237,1,2026-10-02,20.702819934452805,58.312558913742315,47.91401386098596,0,579.5170456308234,0,1,normal
TRIAL_01,CHIP_00701,1,2026-10-02,18.203956874356507,70.08037213132835,50.124943733812366,0,139.32346628823367,0,1,normal
TRIAL_01,CHIP_00463,1,2026-10-02,21.111375690502697,33.30081951118552,38.01474284887922,0,510.0817757328912,0,1,normal
TRIAL_01,CHIP_00957,1,2026-10-02,21.834117477524114,70.87430770797403,48.48678408744851,0,302.03547026406875,0,0,normal
TRIAL_01,CHIP_00149,1,2026-10-02,12.228985618241296,51.82046509345005,39.195408601524605,0,653.6184568836344,0,0,normal
TRIAL_01,CHIP_00722,1,2026-10-02,23.631112456649515,38.64442094793186,44.590422557972765,1,49.22817819527268,0,0,warning
TRIAL_01,CHIP_00887,1,2026-10-02,8.193977001623542,44.48429401493527,34.83907339364025,0,128.5924067393983,0,2,normal
TRIAL_01,CHIP_00513,1,2026-10-02,8.327136203513684,49.61304519710791,56.11131917285709,2,2176.899708912128,0,0,normal
TRIAL_01,CHIP_00289,1,2026-10-02,16.1269071444151,62.75772807016024,46.04008067997586,0,1320.74758737697,0,0,normal
TRIAL_01,CHIP_00206,1,2026-10-02,8.81985972725288,45.23403373751118,55.08339972529075,0,1100.337343975494,0,0,warning
TRIAL_01,CHIP_00316,1,2026-10-02,11.899144787952276,73.0312530847686,37.71426125130958,1,223.1525372914992,0,1,normal
TRIAL_01,CHIP_00186,1,2026-10-02,14.50692094081881,39.67354653098353,44.13859448636574,0,368.7492078696771,0,1,normal
TRIAL_01,CHIP_00292,1,2026-10-02,20.696987935497518,39.42094132233565,44.890715190407036,0,24.41476172086114,0,0,normal
TRIAL_01,CHIP_00648,1,2026-10-02,21.718646328836723,39.20562617733405,31.869904094709575,0,1500.404514833532,0,1,normal
TRIAL_01,CHIP_00978,1,2026-10-02,19.31173053307186,36.302765571872875,30.723064422983548,0,187.43239649621904,0,0,normal
TRIAL_01,CHIP_00125,1,2026-10-02,17.59783208830248,43.37953718355345,34.60364537056441,0,41.72306891496275,0,0,normal
TRIAL_01,CHIP_00782,1,2026-10-02,20.198139400063837,88.90013558354963,55.766997209253425,0,298.2602641857318,0,1,normal
TRIAL_01,CHIP_00848,1,2026-10-02,9.795994555680474,34.463073923012104,45.75343744633587,1,12.123044823401488,0,0,normal
TRIAL_01,CHIP_00809,1,2026-10-02,23.247691263440174,78.87819961815512,49.035602613270534,0,15.217819919284537,0,0,normal
TRIAL_01,CHIP_00209,1,2026-10-02,15.826343276627364,59.69359050113671,36.58842160878548,0,1560.5947451701297,0,0,normal
TRIAL_01,CHIP_00729,1,2026-10-02,21.727959770127992,78.24483598138306,46.89092619289173,0,69.83298495185139,0,0,warning
TRIAL_01,CHIP_00035,2,2026-10-03,8.686192311353745,90.92622601040868,41.00116927954762,0,18.410390611984134,0,0,normal
TRIAL_01,CHIP_00801,2,2026-10-03,22.01580562350215,82.13170889913062,41.37620620853287,2,155.93415712001652,0,0,normal
TRIAL_01,CHIP_00810,2,2026-10-03,23.41734053906164,68.8720991486469,31.15909118129378,2,155.25845824995665,0,0,warning
TRIAL_01,CHIP_00408,2,2026-10-03,17.337888721486774,90.39048481121378,46.329704139533995,0,120.44742026887995,0,2,normal
TRIAL_01,CHIP_00200,2,2026-10-03,22.389360705971086,32.113765752707174,44.016797534614476,1,60.97642013330206,0,2,normal
TRIAL_01,CHIP_00076,2,2026-10-03,22.804948236315237,88.48126292266076,52.83485963928326,0,500.0021456854792,0,1,normal
TRIAL_01,CHIP_00671,2,2026-10-03,17.766798885009255,35.47454165295313,42.50154066208335,0,116.24230114327813,0,1,normal
TRIAL_01,CHIP_00630,2,2026-10-03,21.06340363008544,90.83372398088476,47.9903114914788,0,535.9745784407405,0,0,normal
TRIAL_01,CHIP_00605,2,2026-10-03,16.60168771782969,41.41378852747463,38.3835355835118,0,367.50680217136255,0,0,normal
TRIAL_01,CHIP_00110,2,2026-10-03,10.019124461428099,87.37300967546815,35.64272359501847,1,40.04941033294419,0,1,normal
TRIAL_01,CHIP_00885,2,2026-10-03,13.708634184412945,79.7775447685427,47.71454585154147,0,46.14074047107793,0,1,normal
TRIAL_01,CHIP_00396,2,2026-10-03,20.19683949995567,66.3043380320326,51.53170513278907,0,59.0986430975265,0,1,normal
TRIAL_01,CHIP_00217,2,2026-10-03,22.879963422047176,70.74485696263919,47.69353500862591,0,316.16953001304216,0,0,normal
TRIAL_01,CHIP_00748,2,2026-10-03,18.319794876372008,87.41641550786659,43.69920245610646,1,441.90765161662483,0,0,warning
TRIAL_01,CHIP_00574,2,2026-10-03,21.10769864879953,91.75147934147775,42.71799601174626,0,289.5170743124207,0,0,normal
TRIAL_01,CHIP_00600,2,2026-10-03,11.962894062250607,39.14142595630276,51.61164475644501,2,85.27270313625137,0,1,normal
TRIAL_01,CHIP_00687,2,2026-10-03,13.261739638181178,63.76503335689118,53.5647833227371,0,218.10901422014933,0,0,normal
TRIAL_01,CHIP_00869,2,2026-10-03,10.816380421873491,44.01772182592797,45.511154562646034,0,368.3160735933191,0,0,normal
TRIAL_01,CHIP_00675,2,2026-10-03,11.777938905471109,94.27973708385835,47.39819575299283,0,41.109739092989244,0,0,normal
TRIAL_01,CHIP_00298,2,2026-10-03,23.37161592507989,38.200875148188494,57.39390997417037,0,622.5779536957997,0,0,normal
TRIAL_01,CHIP_00991,2,2026-10-03,15.208893096797164,61.137246793890775,42.1255337663059,0,284.7424819725103,0,1,normal
TRIAL_01,CHIP_00519,2,2026-10-03,16.12095506293283,44.050645630762276,52.61890704304865,0,326.47445956386713,0,1,normal
TRIAL_01,CHIP_00893,2,2026-10-03,8.282302036916377,47.42552136608043,53.453100565790834,1,540.2396466019803,0,0,warning
TRIAL_01,CHIP_00350,2,2026-10-03,13.858341285148974,88.63566391163917,53.31514377348112,0,41.71622828398479,0,0,normal
TRIAL_01,CHIP_00853,2,2026-10-03,13.106475470688808,58.9871827212274,34.76146021047611,0,1025.8522259948222,0,0,normal
TRIAL_01,CHIP_00235,2,2026-10-03,21.874455284720987,56.592906311650275,30.160271281347864,0,319.09641211629975,0,0,normal
TRIAL_01,CHIP_00006,2,2026-10-03,18.560018038227092,82.55638794615305,38.341266220080364,0,500.4026626871632,0,0,warning
TRIAL_01,CHIP_00959,2,2026-10-03,9.884139772751098,94.7941246382551,59.069959908007974,0,54.0578732096142,0,1,normal
TRIAL_01,CHIP_00373,2,2026-10-03,8.159621487165813,92.14100258821904,45.71902464210016,1,227.11300287444152,0,0,warning
TRIAL_01,CHIP_00122,2,2026-10-03,11.227138321814493,34.4413587640808,48.49806756870831,0,1.8734406540095672,0,0,warning
TRIAL_01,CHIP_00444,2,2026-10-03,17.24293144294196,32.96221670684069,39.03586182034221,0,769.2716347758638,0,1,normal
TRIAL_01,CHIP_00380,2,2026-10-03,9.244743829927282,76.68538066089724,35.03470291344276,0,501.89398353913185,0,0,normal
TRIAL_01,CHIP_00490,2,2026-10-03,23.129764743441797,78.34219343540141,34.936561120828095,0,224.8305909168575,0,0,normal
TRIAL_01,CHIP_00476,2,2026-10-03,17.14080428117958,84.56542556053488,65.31409056922118,1,798.31191863912,0,0,critical
TRIAL_01,CHIP_00222,2,2026-10-03,19.033262360241153,30.906091912399138,48.56586967682033,1,173.58171294156625,0,0,normal
TRIAL_01,CHIP_00560,2,2026-10-03,20.052241552021908,64.35050204441315,30.51172618700921,0,216.7155318191631,1,1,critical
TRIAL_01,CHIP_00573,2,2026-10-03,10.926702177423808,72.75870298719255,50.209412389486104,0,509.41127642841064,0,0,normal
TRIAL_01,CHIP_00644,2,2026-10-03,16.365287547956193,62.09392640769095,43.4546338715226,0,491.188253596244,0,0,normal
TRIAL_01,CHIP_00878,2,2026-10-03,21.255200268800305,51.355462125949316,40.11979510317133,0,344.1682260362382,0,1,warning
TRIAL_01,CHIP_00074,2,2026-10-03,15.733532172811495,73.37395091567396,28.932204014429825,0,788.3157262952407,0,0,normal
TRIAL_01,CHIP_00564,2,2026-10-03,21.07127035632494,69.83605529473358,43.177283551803654,1,435.9394286599619,0,0,normal
TRIAL_01,CHIP_00741,2,2026-10-03,14.474153902329995,40.07332025633425,28.12843588432998,1,1363.730598538738,0,0,normal
TRIAL_01,CHIP_00550,2,2026-10-03,19.994470043998746,57.61023663727954,49.68194144219013,0,867.1023603801253,0,0,normal
TRIAL_01,CHIP_00836,2,2026-10-03,12.03928313422899,56.73169549358653,42.39735160368739,1,26.13749356373063,0,0,normal
TRIAL_01,CHIP_00410,2,2026-10-03,22.909490023665203,47.33730850973811,40.402819012934344,0,304.33296162125856,0,0,normal
TRIAL_01,CHIP_00690,2,2026-10-03,16.832065225805827,40.74875066625045,51.4644599149337,1,839.7091377546824,0,1,normal
TRIAL_01,CHIP_00234,2,2026-10-03,14.20007145351119,66.7659568278833,54.00401395185252,0,786.0854106467185,0,0,normal
TRIAL_01,CHIP_00229,2,2026-10-03,21.343168671626948,52.88444581073603,32.68590160731814,0,405.52757589083643,0,0,normal
TRIAL_01,CHIP_00850,2,2026-10-03,10.645483367551543,87.31240059940868,43.54514525098927,1,26.866812988694882,0,0,normal
TRIAL_01,CHIP_00980,2,2026-10-03,22.70906894121611,87.37085103658,40.22964502898212,1,921.4302314251674,0,0,normal
TRIAL_01,CHIP_00342,2,2026-10-03,15.266785137433706,36.76765690097614,51.404813849989,0,305.09507533058706,0,0,normal
TRIAL_01,CHIP_00767,2,2026-10-03,20.4459479043696,70.24623126275428,47.84636769618123,0,1776.7749705093315,0,0,normal
TRIAL_01,CHIP_00960,2,2026-10-03,8.954431136915533,82.56822220736905,40.46579386591779,0,752.8681299982585,0,0,normal
TRIAL_01,CHIP_00821,2,2026-10-03,21.124866795845726,80.74071225999302,43.220864854600165,0,372.55886035819475,0,1,normal
TRIAL_01,CHIP_00797,2,2026-10-03,19.716895605123995,60.156985443035175,34.17906524363445,0,470.6055993373162,0,0,normal
TRIAL_01,CHIP_00044,2,2026-10-03,15.84970931824299,68.84396068951669,40.38123939987085,0,1447.3208578062458,0,0,normal
TRIAL_01,CHIP_00334,2,2026-10-03,13.026577078077041,46.61908897273146,46.30384813979443,0,166.06835371128994,0,0,warning
TRIAL_01,CHIP_00385,2,2026-10-03,20.15048094729115,32.21676040258414,50.2482357776142,1,958.1055330394199,0,0,normal
TRIAL_01,CHIP_00450,2,2026-10-03,17.29626776489508,72.28612506227884,49.179698353706804,1,57.08475039205637,0,0,normal
TRIAL_01,CHIP_00609,2,2026-10-03,12.995280919139098,83.20523293618896,45.6340901483596,0,400.71404330764653,0,0,normal
TRIAL_01,CHIP_00215,2,2026-10-03,16.44528899838422,47.25816359718699,37.37574253059634,0,670.4740734123635,0,0,normal
TRIAL_01,CHIP_00658,2,2026-10-03,11.975328876411176,66.01034835112493,28.064216662958593,0,1220.6138483820068,0,0,normal
TRIAL_01,CHIP_00998,2,2026-10-03,14.285770091492829,55.6759688541237,39.586843625788994,1,37.61623148563102,0,1,warning
TRIAL_01,CHIP_00481,2,2026-10-03,12.882422889978146,74.78203908155405,40.25901596712433,0,503.1355712076676,0,0,normal
TRIAL_01,CHIP_00052,2,2026-10-03,17.014678760038265,43.78493599503289,49.26529772615547,0,807.9717671826658,0,0,normal
TRIAL_01,CHIP_00727,2,2026-10-03,14.740732901653113,48.143195469609196,42.85214233380067,1,280.9401741787565,0,0,normal
TRIAL_01,CHIP_00237,2,2026-10-03,15.99313141864731,62.298832297879926,44.95844765236003,0,232.93521454765087,0,0,normal
TRIAL_01,CHIP_00701,2,2026-10-03,14.95971406677164,77.42453849053763,45.334814463144276,0,116.03158107260785,0,0,normal
TRIAL_01,CHIP_00463,2,2026-10-03,19.016764520364884,58.92643773292689,47.27791049700959,0,1854.167705809132,0,0,critical
TRIAL_01,CHIP_00957,2,2026-10-03,18.981903202608684,63.439833609695036,39.78255691946036,1,444.44531072538274,0,0,normal
TRIAL_01,CHIP_00149,2,2026-10-03,10.487745656331656,87.49545523354675,42.199978318641435,0,1104.865003937631,0,0,normal
TRIAL_01,CHIP_00722,2,2026-10-03,12.624773441463741,53.474718410484,61.52155371747068,0,23.582605615332703,0,0,normal
TRIAL_01,CHIP_00887,2,2026-10-03,8.844154013680548,36.79870420319239,59.639952228598496,0,330.6624921685441,0,0,normal
TRIAL_01,CHIP_00513,2,2026-10-03,18.834044864773524,86.35645912813149,38.22751497317786,0,247.5719322085075,0,0,normal
TRIAL_01,CHIP_00289,2,2026-10-03,15.401526497699116,71.83629290424756,46.98580687248042,1,213.29522296277554,0,0,normal
TRIAL_01,CHIP_00206,2,2026-10-03,14.568564103207924,90.0210338786948,48.251074693954806,2,538.5715243228154,0,0,normal
TRIAL_01,CHIP_00316,2,2026-10-03,18.366795867611188,55.858013814592915,51.61804909229192,0,163.32440953866134,0,1,normal
TRIAL_01,CHIP_00186,2,2026-10-03,8.690843253775409,92.55468731578831,45.22792803119282,1,1759.6665736165808,0,1,normal
TRIAL_01,CHIP_00292,2,2026-10-03,19.400288933011133,90.0558029801335,48.79631865986459,0,382.32638069113466,0,1,normal
TRIAL_01,CHIP_00648,2,2026-10-03,9.704050769225088,79.38338609608505,41.04386080407381,0,51.50162961959921,0,0,normal
TRIAL_01,CHIP_00978,2,2026-10-03,10.1149683238168,71.48893077979608,47.885550461543545,1,1172.9911478256572,0,0,normal
TRIAL_01,CHIP_00125,2,2026-10-03,22.875897418841394,60.77539195209024,53.59872030991782,0,865.4282572870341,0,0,normal
TRIAL_01,CHIP_00782,2,2026-10-03,9.884018583727153,67.7661001311373,69.23383733933947,0,125.97351498647016,0,0,normal
TRIAL_01,CHIP_00848,2,2026-10-03,10.3734358709767,81.2822643410498,42.71687955303075,0,65.68434512911581,0,1,normal
TRIAL_01,CHIP_00809,2,2026-10-03,17.698204244392535,85.67453603694595,48.43645491212306,1,772.7865549087528,0,0,normal
TRIAL_01,CHIP_00209,2,2026-10-03,10.04263713193585,53.23735803772696,51.17471264486257,0,310.0253552653136,0,1,normal
TRIAL_01,CHIP_00729,2,2026-10-03,13.192606031390383,72.48825956106333,51.25056740612015,1,251.57654233226845,0,0,normal
TRIAL_01,CHIP_00035,3,2026-10-04,21.503480489474374,32.99563724533805,53.701096777726,0,330.23343967987006,0,0,normal
TRIAL_01,CHIP_00801,3,2026-10-04,17.43582280229527,33.928866608627104,42.49159754463753,1,863.4237702534339,0,0,normal
TRIAL_01,CHIP_00810,3,2026-10-04,14.41251206974694,48.85253123492861,67.41158302577124,1,968.4549288361195,0,0,normal
TRIAL_01,CHIP_00408,3,2026-10-04,15.704283317549063,88.89412680342802,38.93943538611955,0,634.006278271433,0,0,normal
TRIAL_01,CHIP_00200,3,2026-10-04,14.285164826094675,64.26900662470482,37.08080482035004,0,220.54261112235434,0,1,normal
TRIAL_01,CHIP_00076,3,2026-10-04,13.18480210871239,86.9909644885588,51.797296030691584,1,530.7956586768086,0,0,normal
TRIAL_01,CHIP_00671,3,2026-10-04,22.49043514755186,46.76157336775398,47.54814947692974,1,514.8268678624141,0,0,normal
TRIAL_01,CHIP_00630,3,2026-10-04,17.667383147834386,37.474282828682696,43.03869325430893,1,439.7220893630268,0,0,normal
TRIAL_01,CHIP_00605,3,2026-10-04,20.936443355025396,51.84827490063389,58.650883435121564,1,96.10272070324528,0,0,warning
TRIAL_01,CHIP_00110,3,2026-10-04,13.046969911465775,38.19963012713833,35.58918448756853,0,29.429957046781404,0,0,normal
TRIAL_01,CHIP_00885,3,2026-10-04,23.04543591824229,42.30652782652761,47.272744437516984,2,836.2688931514003,0,0,normal
TRIAL_01,CHIP_00396,3,2026-10-04,15.27247643655634,75.950400848051,33.87373958132105,1,1016.0775812138326,0,1,normal
TRIAL_01,CHIP_00217,3,2026-10-04,8.304861833504665,86.36938409731573,51.90652601110295,0,24.39838828936288,0,0,normal
TRIAL_01,CHIP_00748,3,2026-10-04,21.930622126086433,92.68627465660043,50.52852506356864,1,78.77353294766463,0,1,normal
TRIAL_01,CHIP_00574,3,2026-10-04,22.383407256616785,83.42611013694899,43.50611880428271,1,208.84125692273855,0,0,normal
TRIAL_01,CHIP_00600,3,2026-10-04,21.254079728742475,91.34694244384036,49.56457398361565,0,472.2832614136962,0,0,normal
TRIAL_01,CHIP_00687,3,2026-10-04,16.322186846420685,45.86711441592061,49.089197437902904,0,460.3234489067161,0,0,normal
TRIAL_01,CHIP_00869,3,2026-10-04,23.275592952378325,76.88542215360148,61.736323093288505,0,949.3613930340001,0,1,normal
TRIAL_01,CHIP_00675,3,2026-10-04,10.46421715397919,67.48378335987594,52.49069505809893,2,821.8702456408788,0,2,normal
TRIAL_01,CHIP_00298,3,2026-10-04,23.567249758069483,43.88735393006104,45.976871064472085,1,8.639761224478955,0,1,normal
TRIAL_01,CHIP_00991,3,2026-10-04,19.190300160433544,75.48630439319714,26.29727352448949,0,240.5021350921928,0,1,normal
TRIAL_01,CHIP_00519,3,2026-10-04,18.503740603085912,84.98897338446693,35.890472866425846,0,602.2195868564769,0,0,normal
TRIAL_01,CHIP_00893,3,2026-10-04,22.319099483589664,63.54199420434003,55.73742551639164,0,613.9012750858353,0,0,normal
TRIAL_01,CHIP_00350,3,2026-10-04,14.083117587610948,49.189572670511886,43.825457443342074,0,948.1182209114302,0,0,normal
TRIAL_01,CHIP_00853,3,2026-10-04,15.11426455910866,31.075153962415516,41.51004517923037,1,903.5650607443389,0,0,normal
TRIAL_01,CHIP_00235,3,2026-10-04,12.169414238306954,50.99499662946937,49.025282416596546,0,212.2010797364991,0,0,normal
TRIAL_01,CHIP_00006,3,2026-10-04,18.117110895289365,79.12062279634094,38.48799646777299,0,1984.2387036567975,0,2,normal
TRIAL_01,CHIP_00959,3,2026-10-04,20.232786667118546,50.727189233655146,37.98992685038497,1,1317.586077660648,0,0,normal
TRIAL_01,CHIP_00373,3,2026-10-04,13.597274481114997,54.18276844386678,50.36928118387513,0,448.28465822826,0,1,normal
TRIAL_01,CHIP_00122,3,2026-10-04,17.838351666542657,54.82025193164376,40.708936441200024,1,745.9191366381482,0,1,normal
TRIAL_01,CHIP_00444,3,2026-10-04,14.757740444030805,42.39370516483254,41.22232893294158,1,291.03624206308757,0,0,normal
TRIAL_01,CHIP_00380,3,2026-10-04,9.754681170765325,49.848560091355495,39.2382890485651,0,655.0969277338818,0,0,normal
TRIAL_01,CHIP_00490,3,2026-10-04,18.812883495526663,86.97764532273251,59.19917918422475,1,192.1438636650001,0,0,normal
TRIAL_01,CHIP_00476,3,2026-10-04,21.14099054299412,52.74394770537128,47.19622939168996,0,72.21904551406327,0,2,normal
TRIAL_01,CHIP_00222,3,2026-10-04,15.91985896110092,47.71986846825369,52.97922849008961,0,1.5969673370810202,0,0,normal
