chip_id,failure_mode,failure_time_hours,failure_phenomenon,root_cause,predicted_mttf_hours
CHIP_00522,thermal_accumulation,66.29736787720275,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,132.5947357544055
CHIP_00935,thermal_accumulation,102.60556424726965,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,205.2111284945393
CHIP_00842,noise_margin_insufficient,88.54514195328642,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,177.09028390657284
CHIP_00740,physical_damage,8.286485149642502,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,16.572970299285004
CHIP_00819,multi_param_combined,25.22954740690807,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,50.45909481381614
CHIP_00161,noise_margin_insufficient,95.84401150395733,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,191.68802300791467
CHIP_00001,noise_margin_insufficient,124.51180725018764,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,249.0236145003753
CHIP_00253,multi_param_combined,28.437104768287384,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,56.87420953657477
CHIP_00054,multi_param_combined,88.92129905567276,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,177.84259811134552
CHIP_00771,physical_damage,15.849857219727046,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,31.69971443945409
CHIP_00990,noise_margin_insufficient,84.79390452127325,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,169.5878090425465
CHIP_00886,multi_param_combined,74.0096020401796,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,148.0192040803592
CHIP_00077,noise_margin_insufficient,117.43607669581341,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,234.87215339162682
CHIP_00635,noise_margin_insufficient,24.987263335307972,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,49.974526670615944
CHIP_00916,noise_margin_insufficient,94.53817792374385,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,189.0763558474877
CHIP_00616,physical_damage,6.109784016151513,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,12.219568032303027
CHIP_00103,thermal_accumulation,80.39027321629621,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,160.78054643259242
CHIP_00666,noise_margin_insufficient,137.83185384876592,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,275.66370769753183
CHIP_00748,physical_damage,6.425320255798762,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,12.850640511597524
CHIP_00102,multi_param_combined,67.98214335392473,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,135.96428670784945
CHIP_00446,thermal_accumulation,108.21944553967181,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,216.43889107934362
CHIP_00847,noise_margin_insufficient,104.1563110645088,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,208.3126221290176
CHIP_00711,noise_margin_insufficient,172.0646202716926,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,344.1292405433852
CHIP_00759,noise_margin_insufficient,103.84902231111582,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,207.69804462223163
CHIP_00744,noise_margin_insufficient,76.73528705075533,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,153.47057410151066
CHIP_00682,noise_margin_insufficient,109.9793165957013,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,219.9586331914026
CHIP_00445,multi_param_combined,61.371861216818786,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,122.74372243363757
CHIP_00795,physical_damage,20.90451016992908,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,41.80902033985816
CHIP_00243,thermal_accumulation,86.20622732161527,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,172.41245464323055
CHIP_00258,physical_damage,7.9950556865579925,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,15.990111373115985
CHIP_00162,noise_margin_insufficient,112.67155942422514,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,225.34311884845027
CHIP_00679,noise_margin_insufficient,83.97804198906161,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,167.95608397812322
CHIP_00469,physical_damage,39.500597246852585,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,79.00119449370517
CHIP_00862,thermal_accumulation,34.402453835038955,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,68.80490767007791
CHIP_00702,noise_margin_insufficient,95.07238132949047,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,190.14476265898094
CHIP_00840,multi_param_combined,19.384173247002224,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,38.76834649400445
CHIP_00523,noise_margin_insufficient,87.5070410439374,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,175.0140820878748
CHIP_00037,multi_param_combined,64.3449401936718,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,128.6898803873436
CHIP_00173,noise_margin_insufficient,109.13001153824854,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,218.26002307649708
CHIP_00645,physical_damage,11.590646828669495,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,23.18129365733899
CHIP_00432,physical_damage,7.471729469613385,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,14.94345893922677
CHIP_00958,thermal_accumulation,111.62888438220804,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,223.25776876441608
CHIP_00858,physical_damage,50.86071953095328,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,101.72143906190657
CHIP_00251,thermal_accumulation,68.44402888120939,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,136.88805776241878
CHIP_00895,multi_param_combined,64.88261559081091,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,129.76523118162183
CHIP_00688,multi_param_combined,71.11708424291875,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,142.2341684858375
CHIP_00913,thermal_accumulation,58.1893859502883,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,116.3787719005766
CHIP_00273,thermal_accumulation,76.11036904596163,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,152.22073809192327
CHIP_00716,thermal_accumulation,60.78591988216928,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,121.57183976433856
CHIP_00246,multi_param_combined,52.33841799954863,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,104.67683599909726
CHIP_00887,multi_param_combined,97.68793314622717,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,195.37586629245433
CHIP_00580,physical_damage,44.58109828217866,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,89.16219656435732
CHIP_00274,multi_param_combined,77.22472940123289,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,154.44945880246578
CHIP_00409,noise_margin_insufficient,59.206754366560816,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,118.41350873312163
CHIP_00690,multi_param_combined,21.410032095679284,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,42.82006419135857
CHIP_00378,physical_damage,1.0,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,1.9501625496316566
CHIP_00336,noise_margin_insufficient,128.18481172196533,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,256.36962344393066
CHIP_00195,multi_param_combined,5.903663432143162,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,11.807326864286324
CHIP_00933,thermal_accumulation,109.18875254124805,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,218.3775050824961
CHIP_00372,thermal_accumulation,78.72157016007692,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,157.44314032015384
CHIP_00606,noise_margin_insufficient,66.57848995208772,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,133.15697990417544
CHIP_00374,thermal_accumulation,76.64876234606574,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,153.29752469213147
CHIP_00332,multi_param_combined,65.608823138309,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,131.217646276618
CHIP_00414,thermal_accumulation,58.675445389093,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,117.350890778186
CHIP_00390,physical_damage,8.254614317497252,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,16.509228634994503
CHIP_00447,thermal_accumulation,56.330831341851834,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,112.66166268370367
CHIP_00426,multi_param_combined,59.44321291627284,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,118.88642583254568
CHIP_00070,thermal_accumulation,1.414847502627154,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,2.829695005254308
CHIP_00266,multi_param_combined,57.97790695691149,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,115.95581391382298
CHIP_00902,noise_margin_insufficient,108.72618393683136,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,217.45236787366272
CHIP_00930,multi_param_combined,66.82887610388312,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,133.65775220776624
CHIP_00031,thermal_accumulation,132.7056421988642,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,265.4112843977284
CHIP_00082,physical_damage,31.280710099946518,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,62.561420199893035
CHIP_00171,noise_margin_insufficient,126.03742709546039,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,252.07485419092077
CHIP_00177,multi_param_combined,90.50019405412392,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,181.00038810824785
CHIP_00755,thermal_accumulation,69.52723689495308,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,139.05447378990615
CHIP_00723,noise_margin_insufficient,83.10758772291663,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,166.21517544583327
CHIP_00513,noise_margin_insufficient,120.67499641427275,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,241.3499928285455
CHIP_00815,thermal_accumulation,62.440550453270404,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,124.88110090654081
CHIP_00699,physical_damage,7.5768741296475906,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,15.153748259295181
CHIP_00648,noise_margin_insufficient,138.11193281628192,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,276.22386563256384
CHIP_00924,noise_margin_insufficient,195.53250059481618,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,391.06500118963237
CHIP_00255,thermal_accumulation,73.10193699902223,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,146.20387399804446
CHIP_00793,multi_param_combined,60.46158340757944,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,120.92316681515888
CHIP_00288,physical_damage,18.646888001659843,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,37.293776003319685
CHIP_00042,multi_param_combined,27.361334300288597,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,54.722668600577194
CHIP_00194,noise_margin_insufficient,93.96401423580994,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,187.92802847161988
CHIP_00582,physical_damage,26.435950560733303,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,52.87190112146661
CHIP_00564,noise_margin_insufficient,50.99313836847624,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,101.98627673695248
CHIP_00896,multi_param_combined,79.57877850856238,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,159.15755701712476
CHIP_00418,multi_param_combined,73.1513313315664,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,146.3026626631328
CHIP_00290,thermal_accumulation,68.69254950546302,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,137.38509901092604
CHIP_00199,thermal_accumulation,70.17950119032211,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,140.35900238064423
CHIP_00542,thermal_accumulation,98.76122767661471,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,197.52245535322942
CHIP_00381,physical_damage,45.405181693622694,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,90.81036338724539
CHIP_00729,multi_param_combined,50.129061933750144,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,100.25812386750029
CHIP_00898,noise_margin_insufficient,130.74682798929996,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,261.4936559785999
CHIP_00193,noise_margin_insufficient,75.12779232025434,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,150.2555846405087
CHIP_00612,thermal_accumulation,101.92926308955668,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,203.85852617911337
CHIP_00263,thermal_accumulation,60.70161464960423,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,121.40322929920846
CHIP_00144,physical_damage,12.185555968756931,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,24.371111937513863
CHIP_00849,thermal_accumulation,58.71321643551354,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,117.42643287102707
CHIP_00435,thermal_accumulation,76.32881045625281,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,152.65762091250562
CHIP_00080,multi_param_combined,83.83445847004192,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,167.66891694008385
CHIP_00768,multi_param_combined,8.3183482735408,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,16.6366965470816
CHIP_00658,physical_damage,17.26224900804303,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,34.52449801608606
CHIP_00907,multi_param_combined,73.0207694058246,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,146.0415388116492
CHIP_00269,multi_param_combined,1.0,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,1.0
CHIP_00721,thermal_accumulation,117.35394633297075,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,234.7078926659415
CHIP_00660,physical_damage,21.002816673630306,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,42.00563334726061
CHIP_00003,noise_margin_insufficient,11.80484248278529,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,23.60968496557058
CHIP_00707,noise_margin_insufficient,101.17862874584077,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,202.35725749168154
CHIP_00100,physical_damage,27.519710560016275,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,55.03942112003255
CHIP_00327,physical_damage,27.789020763411227,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,55.57804152682245
CHIP_00865,thermal_accumulation,36.418963316308385,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,72.83792663261677
CHIP_00735,physical_damage,3.3276839833419567,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,6.655367966683913
CHIP_00206,multi_param_combined,95.0795236875627,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,190.1590473751254
CHIP_00948,multi_param_combined,37.93567708464714,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,75.87135416929428
CHIP_00043,multi_param_combined,56.897042794918306,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,113.79408558983661
CHIP_00947,thermal_accumulation,53.34113942280301,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,106.68227884560602
CHIP_00992,physical_damage,9.68404931302259,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,19.36809862604518
CHIP_00725,thermal_accumulation,51.15234057873173,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,102.30468115746346
CHIP_00594,multi_param_combined,46.646748339591745,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,93.29349667918349
CHIP_00282,noise_margin_insufficient,120.57265738131306,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,241.14531476262613
CHIP_00393,physical_damage,18.712118565682946,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,37.42423713136589
CHIP_00024,multi_param_combined,40.71539921464607,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,81.43079842929214
CHIP_00050,physical_damage,12.753625991541961,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,25.507251983083922
CHIP_00304,physical_damage,10.367466683491246,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,20.734933366982492
CHIP_00326,noise_margin_insufficient,55.4005829966664,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,110.8011659933328
CHIP_00557,multi_param_combined,83.43184472505807,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,166.86368945011614
CHIP_00224,physical_damage,18.602663817644288,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,37.205327635288576
CHIP_00747,noise_margin_insufficient,113.11850294899288,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,226.23700589798577
CHIP_00965,multi_param_combined,54.077521150314354,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,108.15504230062871
CHIP_00494,thermal_accumulation,125.90677939477126,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,251.81355878954253
CHIP_00906,noise_margin_insufficient,137.06417621569992,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,274.12835243139983
CHIP_00360,noise_margin_insufficient,130.37218285347683,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,260.74436570695366
CHIP_00704,thermal_accumulation,68.8404272271899,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,137.6808544543798
CHIP_00988,noise_margin_insufficient,199.82316911419377,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,399.64633822838755
CHIP_00108,physical_damage,6.722014713703786,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,13.444029427407571
CHIP_00912,multi_param_combined,66.16467893593853,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,132.32935787187705
CHIP_00021,thermal_accumulation,80.86734845257546,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,161.7346969051509
CHIP_00099,thermal_accumulation,86.6549368837344,"Thermal runaway, power consumption surged",Parameter degradation due to thermal_accumulation,173.3098737674688
CHIP_00737,physical_damage,4.823991699041982,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,9.647983398083964
CHIP_00309,physical_damage,61.35716860853363,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,122.71433721706725
CHIP_00643,multi_param_combined,63.489906848381956,"Timing violation, failed functional tests",Parameter degradation due to multi_param_combined,126.97981369676391
CHIP_00026,noise_margin_insufficient,111.6791075905004,"Signal integrity failure, intermittent errors",Parameter degradation due to noise_margin_insufficient,223.3582151810008
CHIP_00647,physical_damage,19.550494009940135,"Physical connection broken, device disconnected",Parameter degradation due to physical_damage,39.10098801988027
