chip_id,pin_flatness_deviation_um,solder_pad_oxidation_percent,package_scratch_depth_um,warpage_um,pin_coplanarity_percent,package_size_deviation_percent,appearance_test_pass,appearance_quality_score,vdd_voltage,idd_static_ma,idd_dynamic_ma,voh_voltage,vol_voltage,vih_voltage,vil_voltage,iil_leakage_ua,iol_leakage_ua,dc_test_pass,dc_electrical_quality_score,setup_time_ns,hold_time_ns,propagation_delay_ns,rise_time_ns,fall_time_ns,fmax_mhz,ac_test_pass,ac_electrical_quality_score,jtag_scan_pass,boundary_scan_pass,functional_test_pass,functional_quality_score,aging_temperature_c,aging_voltage_v,aging_frequency_mhz,aging_duration_hours,reliability_risk_level,production_date,chip_model
CHIP_00010,13.048734607813067,21.422607963972833,0.9112101011657558,31.85766006385362,94.66044116133509,-1.0177470581746948,1,86.76706564021596,3.1729048278907714,18.550991271361557,264.43953304401447,2.913268185267037,0.00952321820137872,2.495538857117985,0.9302971873587284,0.4488224710970668,1.9627698640410542,1,76.58958639812695,4.162863383246304,2.3939703773781686,7.151904417851892,0.3473921167060463,1.4510009445332799,272.9800773838452,1,78.87692498663255,1,1,1,100.0,85,3.244654147349237,312.15517889241465,48,low,2024-06-15,MODEL_B
CHIP_00011,13.014053696446148,24.051842492093755,9.59893976209954,-16.166981712972074,100.24595442774982,0.23388180261449143,1,91.33161935796709,3.2621420256786844,2.02663864185642,61.83816505482575,3.0442711469006123,0.013804132471986029,2.2802467688734835,0.8410839612011058,0.257804801289321,1.3482990136639772,1,90.53458650768403,3.7550153284703143,2.4590040537851947,6.9860193881001535,1.893551483795302,0.34656871890347496,236.14512848824273,1,79.21029847194791,1,1,1,100.0,85,3.297844172744312,202.53602466471324,168,low,2024-01-17,MODEL_C
CHIP_00012,23.62943407349051,10.183505776284182,1.2085594487066291,76.91198590661396,92.9512713653454,0.5295303325217997,1,84.29647118052962,3.389866916033917,4.51991325166975,189.10136937870638,2.9902841610303184,0.027392359852537254,2.3106183569418386,0.9192619147586937,0.1251626502899358,4.120321526269022,1,80.46724166353648,3.9315230655135833,1.0076057074104854,5.225670178251766,0.7246179750429294,1.0660802837158443,241.4174071655838,1,76.78805343504047,1,1,1,100.0,85,3.3151135256477255,287.3087026850024,24,low,2024-10-05,MODEL_B
CHIP_00013,-8.699203669866968,24.444753412395368,4.234607774232656,88.24625123836167,95.75435869628419,-1.7583390110386046,1,82.72325968497692,3.303769657312392,0.4726287888201146,104.41913489230487,3.0139403479024467,0.19627450000265073,2.289597436652761,0.8856000022298339,0.018096409967631125,1.5834387005183521,1,84.1234365893209,6.012694909535339,3.126852394257858,7.0745473896324444,0.9232491075293593,-0.07681550782429913,255.73858730505916,1,81.19555795374184,1,1,1,100.0,85,3.273458179714266,253.29315331598787,96,low,2024-10-23,MODEL_A
CHIP_00014,-5.873767487695492,2.403445391540254,7.0808202971974605,69.54565974018517,97.10208223321669,-0.3982422291245935,1,89.76625524265245,3.3659531469589137,4.657212238840786,149.00408018501344,2.917511275130348,0.25851142290954826,2.250975247670095,0.8905727282769034,0.011726760061877554,1.3108606489165209,1,78.53765587970986,3.443423075351613,2.860179535345301,7.368548035273093,0.2941599798787695,0.5317987883208682,472.0931233140616,1,85.99182548675347,1,1,1,100.0,85,3.2730653659265934,211.16439545702946,24,low,2024-01-19,MODEL_A
CHIP_00015,11.56568706138541,26.84449968181583,20.732410022989164,15.8694298872555,97.33411780552015,-3.5298909982342046,1,87.10426294079768,3.4766511800327633,0.4695305829881879,137.60599404606685,2.9234904074855876,0.17501822808911652,2.41464142918426,0.9181461063480639,0.09378502288650925,5.169922279241959,1,75.8753278160859,4.635090504280142,2.585521305632271,2.736074430025991,1.1705673413046804,0.7614330307762878,444.5025837106079,1,81.31580497828845,1,1,1,100.0,85,3.280448684111722,196.50454284168956,24,low,2024-03-29,MODEL_C
CHIP_00016,4.807533194983643,16.42777128461209,6.80322924655953,43.95525398157446,96.46272014495153,1.6629175087028347,1,87.38215157045806,3.4038606069208814,15.99971043893296,128.58408711011222,3.043090877104114,0.04065815572323889,2.5161503048481975,0.7686472201646006,0.12465771179515076,2.5437154085755727,1,79.6413365518993,6.577264196128372,3.2853827925696972,8.99953301176166,2.406438990923528,1.748362103814642,359.7022711948315,1,79.03670168298937,1,1,1,100.0,85,3.370827017549657,299.74466674441896,120,low,2024-10-08,MODEL_C
CHIP_00017,24.713709988929107,24.51893309887481,12.115305120925102,49.80436054311626,98.18745934328777,-1.2685613610150404,1,83.99773832570088,3.309315833769974,6.287969504673017,149.47674354736353,3.1415573258634066,0.03180676621773833,2.3815123243754734,0.9039569724133648,0.18787125266017382,0.23655360660956354,1,84.03000549045588,5.459925603942572,2.5618319940567345,2.3824754937237165,1.6588945454788668,1.5440540122021345,223.15094588697391,1,75.49986108344926,1,1,1,100.0,85,3.299866095622093,220.10272676879333,96,low,2024-05-17,MODEL_A
CHIP_00018,6.379638867181837,13.569548535549004,49.3601574197811,67.9638316868573,99.07856726745344,-0.41620409023325455,1,86.27584124321099,3.248901082980427,7.759615030596574,93.29144273611047,2.910258099870323,0.07966332114741832,2.2494252199435834,0.9163447746617478,0.0013021339752562584,0.39131082457342425,1,83.86250161279635,5.229754547682267,2.558864703401478,3.2293674375224537,0.7809830718005418,0.9230326580788788,371.44447413688295,1,82.41347807730673,1,1,1,100.0,85,3.25160185802691,244.9061822481474,168,low,2024-06-21,MODEL_B
CHIP_00019,-1.1845555200293738,19.30733085589575,1.4097516591598156,70.05021466154243,99.20391263637799,-0.9644745709820919,1,85.76492068631319,3.04464504039441,6.088742285000011,201.45902180639837,2.8696848683140637,0.12796061052185864,2.4839944539742027,0.9128849621355914,0.9155672464514164,3.0940802020201206,1,71.311136028081,3.03996767671925,3.446143417457794,4.976424652751808,2.1102886046275873,1.5646848975648753,280.91063771915157,1,75.7571800341969,1,1,1,100.0,85,3.2521108321548513,203.9487035886736,168,low,2024-10-27,MODEL_A
CHIP_00020,41.98473153382331,15.792079828083397,3.212133830469017,27.974786036645128,94.04258857399653,1.2190413625201226,1,85.43805386576418,3.2831615077527148,4.45468724977729,60.29282444006998,3.0920190248507757,0.5016571100214452,2.5685701754034973,0.8784169244563845,0.09049212499644163,3.6139653673614394,1,86.55895499019812,3.8444645833516953,3.080975664582167,9.349881026374113,2.2387825581412115,1.6438114816901983,127.7592449084703,1,71.15851175249534,1,1,1,100.0,85,3.2874557910208813,212.59210313507046,96,low,2024-02-04,MODEL_C
CHIP_00021,16.613355492701967,21.947685652659956,5.01826364836475,52.45986669240681,96.1475347062136,-4.756259662096069,1,84.77659753855438,3.267398750418315,2.9883921674176954,176.9882256414171,2.9951244160413464,0.014106911501393822,2.3353757675853406,1.0137857775969372,0.37689954806284787,1.5757547051999008,1,83.35093935964149,1.5225855619550872,1.5267940328707752,4.883486740493227,1.5624278886234513,1.119667575812639,322.96805099210076,1,79.64591372453378,1,1,1,100.0,85,3.3118928967014,243.6535399964264,48,low,2024-09-04,MODEL_A
CHIP_00022,21.01292307031886,2.448899460917687,5.47884185521464,63.71841213845723,100.58428858563082,-0.5249155134888634,1,88.07136291247316,3.3390366194395376,9.772805596769318,133.67320737327145,3.124574720097893,0.005054830777353378,2.352144573328228,0.8646347445118449,0.1531292550476859,1.6169150770101433,1,84.34668396522366,4.248371601446622,2.7065561429375324,5.436132219898378,2.720849494891554,0.5078109278931549,232.64695673327557,1,77.19917813982343,1,1,1,100.0,85,3.3241990080983093,269.40911463620756,168,low,2024-03-19,MODEL_A
CHIP_00023,-1.3712227932018521,1.810562519716914,5.293648774062828,93.674669664403,99.68394156272161,-0.6587281362465468,1,86.6628857426651,3.284609477302531,15.713703811646988,91.45375530962733,2.864130417994328,0.11853338898131567,2.451566063008339,0.922732590682319,0.02795346302058805,1.9989803824777883,1,82.86157808210397,3.9116902664207625,1.6685857080331346,8.364157207809127,1.9929384747747685,1.0960438449669427,235.355725672797,1,75.09512899601275,1,1,1,100.0,85,3.3062079301923606,120.58204182242758,168,low,2024-01-23,MODEL_A
CHIP_00024,11.83425913212226,7.413097020304393,23.817473827119144,71.1351961947417,92.88142164555681,-1.1804545813875242,1,84.87001703273276,3.2679614940563204,3.4561069095463552,160.11916852993477,2.7330841611864853,0.17851361529168835,2.562187374778505,1.0297297533925547,0.3194678322125621,1.1564815320544473,1,78.56941640153511,3.5350776877342716,2.6033236407602227,4.899363714869055,1.909591504375553,1.1510537974139319,279.9673605145594,1,76.8195477573869,1,1,1,100.0,85,3.2579063324541453,250.8459899583375,48,low,2024-08-29,MODEL_C
CHIP_00025,21.66383884564799,4.78634040339565,12.518776161694253,73.67170062126557,98.05443970105661,2.089339818453449,1,85.51609572197754,3.1220601069492777,13.407166655800523,72.15244566467611,2.92004938772605,0.18730700494441577,2.3480165854274775,0.8920623859979688,0.24745564806682696,2.280113475520446,1,77.04357478386108,5.0407921823642905,2.581290805615852,3.1431265741386487,1.017972775700226,0.583772804584887,260.13416216460695,1,76.88331761052196,1,1,1,100.0,85,3.2788029350219605,212.69394937074821,48,low,2024-02-14,MODEL_C
CHIP_00026,2.735096338665457,26.15350699776605,9.362516676317526,52.514798837880825,91.06532425187557,-1.8309941882836567,1,84.23572772176215,3.206003217084993,4.37733860663429,151.98569108598173,2.8850471086102476,0.11346443640552094,2.2667550219001793,0.9214463267467552,0.14991645424108963,0.22965763683725246,1,78.03992014462442,1.6883377663634054,1.0932261500352114,4.665530329523371,1.8764390913728044,1.3835233964649838,297.25945447167936,1,77.7549451110147,1,1,1,100.0,85,3.336695394093231,320.11813267251125,168,low,2024-09-29,MODEL_C
CHIP_00027,25.635470275185078,6.57641962074133,3.7015498982939885,92.31377435610511,97.14080470618111,0.6576942658534919,1,83.474908798356,3.347665104080056,3.865111536091182,78.85615460942228,2.988181739987955,0.3079457509334398,2.4631418606272404,0.8903615363685103,0.14453707023238208,6.502758899614389,1,83.32543939207474,5.9522942767405205,2.102523510951172,8.241583667611554,1.630074766562696,1.3399059271511775,293.41355599862356,1,77.19666040656547,0,1,1,66.69999999999999,85,3.242695401977345,397.13763230027183,168,medium,2024-03-14,MODEL_B
CHIP_00028,10.990419651217925,29.275957674573938,17.360809938777113,62.29288387878492,102.69330105023793,0.03437918305912535,1,88.59742841165848,3.4715907631132694,3.030104102996323,173.06360421589156,2.9044732178594415,0.0715402530954686,2.47990680731423,1.02373697935636,0.01830896878264966,2.773827696284092,1,76.90759181555566,4.852647031910426,2.412205618864322,5.641729994110273,1.8118974016026161,1.4225213499470932,149.9352725721895,1,71.05755264336744,1,1,1,100.0,85,3.2767123303461267,232.03604825231423,168,low,2024-01-18,MODEL_C
CHIP_00029,15.624593753100848,10.106873753133206,31.02438393798156,24.167362694792885,94.15632184819304,1.3922788788032738,1,87.99143218058612,3.2902474616254374,1.174105860028571,103.78213331848121,3.1111525427004674,0.2451256790484252,2.4006131450435224,0.8742275438413705,0.21333492300066348,1.99486168800029,1,85.21476049779852,3.394049030522039,1.8509678472046747,9.36131651811252,1.0892486285152017,1.3394615485837216,421.62223911062665,1,82.04086127303755,1,1,1,100.0,85,3.3298731428940673,163.8885719643403,48,low,2024-02-06,MODEL_B
CHIP_00030,10.974400816559045,5.463537470660978,17.214778108650663,92.10109910375573,94.49703086352525,-1.500783627166258,1,84.00879796849613,3.332781107357412,0.018632979796416548,127.45029914853453,2.9567774606366224,0.3436165822688513,2.3441866740342547,1.0283354577288206,0.4843754538132138,0.7605366316446885,1,81.41822327160668,3.2769056182739096,2.451767953912608,6.97586985252431,1.576859330615392,1.5649215175574915,221.3298621641056,1,74.63261269110625,0,1,1,66.69999999999999,85,3.3437640713317585,255.8438484959283,168,medium,2024-11-03,MODEL_B
CHIP_00031,47.78417276763407,23.690955214274375,0.015663312480417482,70.93709817617082,99.29208934471858,-1.5994533486856384,1,81.03956099934095,3.3952478156952806,1.3821034483086925,164.6974693971581,3.0225711748160853,0.1878347018247609,2.4994378730992044,0.8896412105352935,0.01957657950997181,0.3509830392789152,1,77.42388095451513,4.2209168228728915,2.8447182216008553,4.210382127213033,1.009883099871025,1.1103359860634843,223.80812918956215,1,74.4018543137904,1,1,1,100.0,85,3.2903542314454306,239.72853352533974,24,low,2024-05-15,MODEL_C
CHIP_00032,19.79754162893099,19.761233265026284,10.117046850671212,36.70867936614553,92.37159545437106,1.1441048612160978,1,85.38897372027873,3.218910606379975,3.563925457469414,111.3728944078882,3.0236451837661416,0.03707138342736321,2.4528036004547964,0.8140540276551983,0.06117231811702271,1.0530394821378974,1,83.6834609621749,5.781276848095669,2.1755255486153957,5.602152608930156,0.21172074002038088,1.3008925536854765,273.7157398567762,1,80.72578345343558,1,1,1,100.0,85,3.279439659471459,348.5675324500645,24,low,2024-04-20,MODEL_B
CHIP_00033,4.134336065661495,14.945871493594169,0.5248914749504456,35.6152109780227,95.10173491034489,0.1379819624951656,1,92.21283557919338,3.336681404328544,2.389856049498074,147.10180001658486,3.029243263861828,0.021842426862997852,2.3231564483096507,0.9679373170574121,0.465187066949789,2.1669158401678272,1,84.82814465953221,3.652411578035016,2.3796795813666076,3.793563763716241,2.0989827411470303,1.0011298578772339,291.33321221045645,1,78.443145845102,1,1,1,100.0,85,3.2338941029278128,333.3294671687771,48,low,2024-06-28,MODEL_B
CHIP_00034,32.338173681547836,16.660906528128937,2.9787682322247564,58.89726635422285,98.78932341274526,-2.817406020015138,1,84.31915720338101,3.225950989366784,2.975433277603055,74.30847493775732,2.996380633431754,0.07943387649266823,2.404909473130567,0.8695332166244344,0.06691110967798568,2.0086584182456715,1,85.29854150941098,3.7160463529688395,3.30673926284478,4.16313393870246,0.5985666109862897,0.9077503921890249,416.7183853465471,1,84.7919793423673,1,1,1,100.0,85,3.3262819961363546,293.2687485298282,48,low,2024-08-19,MODEL_A
CHIP_00035,1.6873452504346673,21.576053348167914,0.6136989358196631,63.89554385802754,95.09714245693179,-1.3089575216949056,1,85.10115079456148,3.386482443849101,19.72485425772694,181.54378017980778,3.076590103561547,0.06033334428838691,2.264829246797535,0.9620500899099163,0.21223074400131817,0.9646096556205227,1,77.65020440314017,3.527177716438807,2.578557266580181,14.458168502051514,1.5643118788694497,1.8691248153810378,321.5538761643921,1,76.80665007364391,1,1,1,100.0,85,3.3659389842573395,220.6652959393671,48,low,2024-01-14,MODEL_B
CHIP_00036,23.13295392507133,6.853642239938962,9.25824668128792,55.918767968936194,96.29209003836708,0.07957398077209143,1,90.68037307942704,3.315140304795173,2.156010178548887,238.24569027753859,2.8806517299261287,0.210175539175089,2.468589045643792,0.6270595615076267,0.15306538133983943,1.900141791316995,1,80.88540246923198,6.173036169052208,2.3606594317395793,7.537249020067621,1.6998012776694238,0.17811564923675172,345.31723872876273,1,82.63124376821882,1,1,1,100.0,85,3.4282577029299843,283.88832830904016,72,low,2024-11-23,MODEL_B
CHIP_00037,-9.395051858196634,29.89001748170226,11.602427654447604,59.33926020328654,99.23255713094511,0.7566463323198838,1,84.55873733611834,3.329845181398144,3.0090693935858948,289.61044339549807,3.2099126889980827,0.010539570635162676,2.3737766430617144,0.9005205261894946,0.1814303266911929,3.3613125408983207,1,84.74700091196229,2.946675345594464,1.4335364962869117,7.222195978013346,1.695937809517833,1.638379994577132,321.9628950066625,1,79.2273491486996,1,1,1,100.0,85,3.3193223091759023,263.2503179534152,48,low,2024-12-15,MODEL_C
CHIP_00038,0.07720926652354265,29.243794864403494,1.21588861456813,100.99872123729142,98.26463825060968,-1.5188459797894325,1,81.4565101716718,3.2217401402581407,0.716555586537885,154.55840733332195,2.9645193924947195,0.029805577548048048,2.356428916761526,0.854039470124252,0.10749857831329045,0.05327278430496556,1,80.9780646295244,3.455738602071393,2.7368208091110793,4.2536393693838725,1.3301525558410499,0.8897295622771697,318.5169265999018,1,78.86755305837782,1,1,1,100.0,85,3.297456017417801,262.0661601649695,72,low,2024-06-01,MODEL_A
CHIP_00039,22.952918538036855,19.509770590408106,4.842467961493605,82.14629456704657,97.8004551888862,-4.871383984725412,1,82.46209740893961,3.3707032359610785,0.24572923237860822,189.41020703985933,2.8032676293151977,0.13935161536771934,2.3967125514847565,0.7936741313468723,0.07133255181793963,1.1979336336250617,1,78.4726465586734,5.6951534813914915,2.464119959513551,8.639168132562158,1.662726885167984,0.8249809111784394,324.7783602469607,1,77.64977371615954,1,1,1,100.0,85,3.2540094693424546,172.0885075716065,48,low,2024-05-30,MODEL_B
CHIP_00040,31.076998699931156,5.986273527874354,6.092408857707893,55.71906773795073,95.98263316218988,0.28483477860554984,1,88.52301761892592,3.5084712921231014,7.467382999818863,60.96871635462554,3.028211003548766,0.009980557845994656,2.4040307699330246,0.8446758998160201,0.00995014972983315,2.8422290426927566,1,82.32225789751125,3.7205162504192955,3.226991546961127,7.698831203585874,1.7825802418710972,1.3307887420327034,145.3812685944849,1,71.53256610011563,1,1,1,100.0,85,3.2060571543128424,303.0897669226823,96,low,2024-11-16,MODEL_B
CHIP_00041,22.570524217849556,20.40684727293874,4.605334481187394,78.2393174230245,98.11018334580686,-2.3304810349159637,1,82.7295580593656,3.199208830457179,4.227800564899125,225.1367163152794,2.872322927632877,0.038678725139653196,2.489493006156556,0.8426296855707349,0.2727351712451355,1.5799526969244189,1,78.93326913867206,5.205588290068283,2.2375028346426493,9.263242578715541,1.9409788894511908,0.4551951938244986,280.0065212128377,1,77.79871713299032,1,1,1,100.0,85,3.3088479624869915,255.39041641556176,120,low,2024-06-05,MODEL_B
CHIP_00042,18.26527576417639,2.1659522693752753,1.289988236641173,19.024282894173815,96.62880195970072,-3.526008197183617,1,90.92667878563702,3.2660240992352474,7.150286840150107,188.8114252362053,3.0998001801763313,0.04896438728229655,2.459109053132522,0.8952014205149419,0.2741578082145199,2.1080968737432433,1,83.47549016728432,2.1330799146455623,0.7469867998928035,9.166228296796898,2.5400648036305578,0.7919884640268984,392.98088884569256,1,82.51414595941836,1,1,1,100.0,85,3.4175169560077148,244.95793262277124,168,low,2024-11-08,MODEL_C
CHIP_00043,15.483444566160667,0.9195750661741819,5.429146641838808,61.93781149840427,98.37341682977736,-4.748488887476212,1,87.94289740049214,3.323160747416809,0.8117876472440922,125.80332775243835,3.331440836406357,0.09744332088820097,2.3843590721207195,0.7632673538715045,0.22217285174005222,1.4541377101396633,1,86.4395308781751,3.192061217557229,0.8399033049373905,2.541821423804956,1.6405164908989232,0.7754301767435039,615.3864808645349,1,83.90563869976813,1,1,1,100.0,85,3.3635406114828457,219.9921752495586,168,low,2024-01-11,MODEL_C
CHIP_00044,-2.177829855511412,7.73048665533641,13.910176897280738,104.2791904919933,95.50920392464606,0.7209712902966117,1,84.16611364830892,3.3786406211995814,4.241160480378878,211.85904001445047,2.8820141862663227,0.01721328136337915,2.4763668149718994,0.9316273780259714,0.20635927836135304,9.625507026472555,1,80.49613151042553,5.726651057660343,2.788544611007787,3.2803210214601854,1.5384293070106212,1.0893008709074525,203.6552853968392,1,73.98148473081571,1,1,1,100.0,85,3.35582821345569,210.31917501733113,24,low,2024-06-27,MODEL_A
CHIP_00045,9.20233687407937,13.878688702179488,0.7365479050723611,43.45862313822879,96.45229307686138,-0.3070738243925502,1,90.12368726131432,3.244045371471053,1.4627526833512272,137.27619616773293,3.0498558499835977,0.19704399931523608,2.440073725369161,1.0366214785205787,0.05586796179697082,0.11233988235102797,1,81.22389812213846,2.4854904263546818,1.7438451218414777,3.4924243690727272,0.9559626207899435,0.7979311559196557,333.8463968259482,1,80.01226434768341,1,1,1,100.0,85,3.3122801408528955,265.8629290639491,96,low,2024-12-13,MODEL_B
CHIP_00046,13.090418435603187,26.048175162251415,0.8357729556475979,24.570982141427457,94.03012662234396,-0.8384845710683775,1,86.4973494300746,3.0166969709857256,1.2942540293406006,127.09874084927218,2.7366741616943058,0.05933782927950916,2.3573400363713963,0.9280928496947827,0.00451967283413919,1.3507906496017825,1,73.30048370346526,3.273051440345439,2.549414200888398,3.612118713335126,1.7615677943396022,2.0005593428196344,254.31627377005267,1,75.20648421286499,1,1,1,100.0,85,3.317976158014016,162.5418599070959,120,low,2024-04-02,MODEL_A
CHIP_00047,35.856833393283736,21.81507209298924,4.381504387364304,30.43733334220818,96.89497716998129,1.5835365444441427,1,85.17608680529554,3.4359189494164024,0.057964767063666205,173.76674627137456,3.068085784416202,0.24891762943282567,2.387528184176351,0.9808988609229009,0.3307985782647253,0.19173707936832632,1,76.79959828908929,3.885027846337218,2.291386115601885,6.146904728520781,1.9004298618843412,2.098508258248977,463.8121523117479,1,81.05085656285698,1,1,1,100.0,85,3.178812634086101,289.4749379825021,168,low,2024-04-07,MODEL_C
CHIP_00048,25.15427434352692,22.28119563599943,28.42594305527841,17.311008879728348,94.56699740911347,0.4559870245346088,1,87.09477005395006,3.376050611958414,0.6982689016465817,96.83227500848406,2.8671429300300466,0.06308672962869392,2.3851777111156878,1.0094562454613796,0.13511589435352805,0.34819627305171685,1,84.24569608893869,2.01626822301052,2.0665282658448634,4.366393095808364,1.3846180894310236,0.18900323862596835,191.6973791366815,1,78.12199482411603,1,1,1,100.0,85,3.3381255290381997,197.29472815021572,168,low,2024-08-17,MODEL_B
CHIP_00049,-6.445602330441009,12.76480003344226,11.043466388409175,26.4571427561689,93.65786064951402,1.9244500640828748,1,89.24263266005092,3.125705246951333,1.850017677862956,201.0812382199974,2.9062748072348277,0.03216391552427114,2.4505261343174203,1.0236489512184177,0.07329834588750837,0.9658968265559967,1,77.91552407192304,2.879284822067154,2.1229109715294214,9.645197081525037,1.8267675025104222,1.472161352382868,349.99515922527036,1,78.85196858782281,1,1,1,100.0,85,3.271032971521209,147.0659656897354,72,low,2024-12-04,MODEL_B
