chip_id,update_step,vdd_voltage,idd_dynamic_ma,propagation_delay_ns,fmax_mhz,model_accuracy,model_version
CHIP_00020,4,3.3994196919837156,175.81921767679714,5.95741843491512,373.1213856452729,0.87,v1.4
CHIP_00020,5,3.3347078717702447,147.33734096255168,5.872682069632738,326.56760170070976,0.9,v1.5
CHIP_00021,1,3.330634778821091,168.24982303778464,3.5261542899921956,283.45211011124746,0.78,v1.1
CHIP_00021,2,3.1733154261189074,163.13346550676673,6.188311561768808,405.4486504485406,0.81,v1.2
CHIP_00021,3,3.3300331253247006,131.48522268182646,4.657229836073082,351.6567892409028,0.84,v1.3
CHIP_00021,4,3.2318914333684186,157.66360699255614,7.407308355066732,461.98609585827563,0.87,v1.4
CHIP_00021,5,3.4155552346602875,123.72972381385006,4.007302505286208,350.41532376421435,0.9,v1.5
CHIP_00022,1,3.278615415991547,76.05504683232647,10.684652083994767,313.84095710624734,0.78,v1.1
CHIP_00022,2,3.424930504996472,133.32671592379063,5.437283277755512,312.1236310232839,0.81,v1.2
CHIP_00022,3,3.2727166167649866,112.03637667927197,9.895054539895948,328.3965423278316,0.84,v1.3
CHIP_00022,4,3.142202650324112,155.08523039692238,2.622471120640321,232.3476778304646,0.87,v1.4
CHIP_00022,5,3.3106805932277643,176.9634509105745,0.45365181175193925,437.26743206842707,0.9,v1.5
CHIP_00023,1,3.2341156195263765,138.77151528037348,8.567065361108199,436.9190243881985,0.78,v1.1
CHIP_00023,2,3.2380452887662927,203.16000767290365,5.817447167102883,512.3605589001061,0.81,v1.2
CHIP_00023,3,3.232665986117676,232.48476116712976,4.329614057699263,214.1104598630912,0.84,v1.3
CHIP_00023,4,3.269667478465309,67.97155665158733,3.63799828911841,274.38972389888227,0.87,v1.4
CHIP_00023,5,3.2746900625201443,195.82084889586378,7.143703493034362,297.155551749236,0.9,v1.5
CHIP_00024,1,3.1262776336070015,43.25316859716462,4.4401732207377,233.15980522030276,0.78,v1.1
CHIP_00024,2,3.240826923844887,231.1008811532206,4.285391563705677,230.76557355841263,0.81,v1.2
CHIP_00024,3,3.299651855229253,124.00551125213028,6.694090056130792,319.6447727593409,0.84,v1.3
CHIP_00024,4,3.4853642694579277,135.40829476139433,9.361941807512626,355.8320591661136,0.87,v1.4
CHIP_00024,5,3.353052928483303,50.581619971742114,1.2215614911444836,171.20378153742277,0.9,v1.5
CHIP_00025,1,3.32135652922288,187.71191904636672,6.5691406433464605,303.0229340957564,0.78,v1.1
CHIP_00025,2,3.3903356927310786,209.72216246235476,4.883358923259365,344.654906924149,0.81,v1.2
CHIP_00025,3,3.3384004546418664,190.31625874244276,6.155181393351244,321.1263466805393,0.84,v1.3
CHIP_00025,4,3.2395607878207238,160.28200837921815,4.8205492141895645,214.47807734141074,0.87,v1.4
CHIP_00025,5,3.3299989602636115,98.87564084458353,5.413960828652663,270.6964579447898,0.9,v1.5
CHIP_00026,1,3.2437644982276375,220.26637155104606,8.776573088844756,276.25170727454986,0.78,v1.1
CHIP_00026,2,3.3997343515581138,70.92768565315349,3.1367869957280514,295.11244209761145,0.81,v1.2
CHIP_00026,3,3.193340015305754,168.78190326236844,6.075070784221149,296.205723148775,0.84,v1.3
CHIP_00026,4,3.536720544835044,168.4007501260415,6.652066596991663,338.84401852447013,0.87,v1.4
CHIP_00026,5,3.2099009985810842,247.51241494300925,2.6922273499559366,322.8067802243261,0.9,v1.5
CHIP_00027,1,3.3744340184729222,199.18224885523122,4.877559242787979,359.4781275929154,0.78,v1.1
CHIP_00027,2,3.195169754509979,233.52167437666938,5.174101885226511,260.26304643065464,0.81,v1.2
CHIP_00027,3,3.2362191406111647,164.87123399220533,2.339851776565271,370.7805620089342,0.84,v1.3
CHIP_00027,4,3.240289419339372,215.22226375534925,3.015111847052159,310.5637426290006,0.87,v1.4
CHIP_00027,5,3.3553883015400174,183.11084293708547,4.466579897225071,201.22190281086074,0.9,v1.5
CHIP_00028,1,3.2543063209891754,208.3328431172195,9.684556229587038,170.16920529896825,0.78,v1.1
CHIP_00028,2,3.2262012926884798,63.37913237367337,4.4032425669618815,248.9671963296159,0.81,v1.2
CHIP_00028,3,3.180446341724316,233.15043999137396,7.793739345973691,319.4713424045491,0.84,v1.3
CHIP_00028,4,3.288975357244088,194.62521872456801,3.4969800099827917,319.07000148129055,0.87,v1.4
CHIP_00028,5,3.239479526895133,267.17477875383764,2.7836678446993215,278.2224333788297,0.9,v1.5
CHIP_00029,1,3.170549749928761,187.6053286176349,6.999668280582629,244.18426401184357,0.78,v1.1
CHIP_00029,2,3.175776499820511,130.7097876446083,4.104216713387717,305.127976805858,0.81,v1.2
CHIP_00029,3,3.461976619930407,183.06739866813774,7.018332405519876,299.66070728211895,0.84,v1.3
CHIP_00029,4,3.564356338410956,155.8266702849155,6.951223543046826,387.890738661258,0.87,v1.4
CHIP_00029,5,3.2948878096263914,160.37310146910605,4.360317999850095,301.44012724723086,0.9,v1.5
CHIP_00030,1,3.4463446309757373,208.19583841355893,6.8751069169909735,372.82428771015617,0.78,v1.1
CHIP_00030,2,3.2962561273833013,197.40809267445832,5.1953963569708135,169.32692710941515,0.81,v1.2
CHIP_00030,3,3.4832446042210865,139.78626302164682,7.60857083737981,270.9806286740287,0.84,v1.3
CHIP_00030,4,3.030986715817892,146.35934457872713,1.8166375831238732,360.42864180510537,0.87,v1.4
CHIP_00030,5,3.2770802201236435,210.94337607071168,5.966657451638175,217.59249257009813,0.9,v1.5
CHIP_00031,1,3.3669797682531843,72.02009327318966,4.885808219322183,150.88524767515275,0.78,v1.1
CHIP_00031,2,3.3350091008105056,162.3654923444431,5.752253464574229,225.13122288945954,0.81,v1.2
CHIP_00031,3,3.4352404334903883,195.4353894674805,5.968099082960683,253.53246412386198,0.84,v1.3
CHIP_00031,4,3.2650132681306405,149.2326702249201,3.2981243058894365,368.24964229328134,0.87,v1.4
CHIP_00031,5,3.425933519831939,235.45374790523957,4.812629973069097,410.18141372214444,0.9,v1.5
CHIP_00032,1,3.443890978949879,118.39533133530479,3.492430338001313,386.9276952852957,0.78,v1.1
CHIP_00032,2,3.245148278778828,113.30451296613504,7.132705455101854,189.12650532069637,0.81,v1.2
CHIP_00032,3,3.2554177160486564,56.79765665038667,3.8185402562342787,247.40343472954518,0.84,v1.3
CHIP_00032,4,3.2249786180621207,128.4957075624926,1.3914268531258083,219.47434190918398,0.87,v1.4
CHIP_00032,5,3.434486562136465,164.9089253482202,4.475270884027264,247.56983450615752,0.9,v1.5
CHIP_00033,1,3.37652085218651,154.29397623210883,3.2558258071583666,257.31458396576124,0.78,v1.1
CHIP_00033,2,3.1763204751421843,115.3714206650581,6.870166372900888,346.7818904501926,0.81,v1.2
CHIP_00033,3,3.402914810123248,157.10874985068284,2.4817400826073044,200.34654377950838,0.84,v1.3
CHIP_00033,4,3.347408395605639,155.08787061432687,3.181653437522031,272.61202746251973,0.87,v1.4
CHIP_00033,5,3.489977821579311,196.57912429859476,8.497227077521602,205.66194049806035,0.9,v1.5
CHIP_00034,1,3.4670394730743115,123.99037515294353,8.644418578598266,328.66422292873875,0.78,v1.1
CHIP_00034,2,3.362849569632618,184.73257251011842,5.697597560657143,346.67588050787765,0.81,v1.2
CHIP_00034,3,3.1981184184511253,143.5531107251269,7.061390655041992,308.70909685816235,0.84,v1.3
CHIP_00034,4,3.264924797431386,161.68766406959887,2.771959022666272,383.68883820262675,0.87,v1.4
CHIP_00034,5,3.092107174078478,148.7518992473829,7.02041278509106,306.5236263714252,0.9,v1.5
CHIP_00035,1,3.253092010503512,204.98106342676093,4.122151107921658,434.7765305172936,0.78,v1.1
CHIP_00035,2,3.279010833720768,137.73540565015267,6.956231460120705,275.1794336356965,0.81,v1.2
CHIP_00035,3,3.309598605681806,178.5647096208592,3.049248223243832,349.02909705844326,0.84,v1.3
CHIP_00035,4,3.13066251628544,149.3500778484572,4.786913179489962,195.1028005786314,0.87,v1.4
CHIP_00035,5,3.4691442406140616,158.36878519190265,4.194623140692693,311.35815980837117,0.9,v1.5
CHIP_00036,1,3.5486810491672363,100.23106569317434,6.815907118862922,226.8365070311735,0.78,v1.1
CHIP_00036,2,3.34823086407309,117.04329459970262,5.172877740893175,312.6521003064735,0.81,v1.2
CHIP_00036,3,3.432005942341591,76.30387838589256,8.899330710815466,146.54183290933312,0.84,v1.3
CHIP_00036,4,3.33276537852726,153.01864506695117,5.237334680686162,302.90203009275626,0.87,v1.4
CHIP_00036,5,3.35218263334115,173.08575065474588,5.140933604933507,356.2613249215286,0.9,v1.5
CHIP_00037,1,3.277040096055605,154.67275420212124,7.815566303855868,394.93321544102,0.78,v1.1
CHIP_00037,2,3.404778013008972,98.74872183524487,6.352601828895127,336.9188682130809,0.81,v1.2
CHIP_00037,3,3.4767612193729276,189.64282576076823,4.245899459153053,269.4584320396182,0.84,v1.3
CHIP_00037,4,3.0457492022937003,146.14252721243366,4.76146057980138,258.0262131105152,0.87,v1.4
CHIP_00037,5,3.2220369325668856,226.85432432172053,0.12445199711771959,198.489916410994,0.9,v1.5
CHIP_00038,1,3.538668923915458,199.20418263769778,6.1117863857828505,299.62331265216903,0.78,v1.1
CHIP_00038,2,3.2414824304568866,86.17819733326627,6.235293643061959,363.97428713710104,0.81,v1.2
CHIP_00038,3,3.230698536071478,59.158969202408045,6.829375891344928,362.01877355066944,0.84,v1.3
CHIP_00038,4,3.383191921657821,142.07481572329468,1.1829476531538026,201.98812413574137,0.87,v1.4
CHIP_00038,5,3.428586354349657,82.47133780452089,6.899905757017375,218.30052006232603,0.9,v1.5
CHIP_00039,1,3.187814744954669,241.29394287208686,9.22572604420759,313.059257583238,0.78,v1.1
CHIP_00039,2,3.251537756803037,201.6023500685211,2.3407944181548013,396.9275382127579,0.81,v1.2
CHIP_00039,3,3.5020502819187027,179.03346472889515,3.1744078607247816,421.96798189755486,0.84,v1.3
CHIP_00039,4,3.3312740335470825,142.9830811443711,3.561975742834112,208.8153472005072,0.87,v1.4
CHIP_00039,5,3.4153384325276135,146.1907300766439,5.326735567614095,310.08652078960324,0.9,v1.5
CHIP_00040,1,3.1047595484570722,148.89790348059316,5.487023114674254,419.61219409799764,0.78,v1.1
CHIP_00040,2,3.3827618894307543,89.28757640033683,4.713151458667268,383.702557414367,0.81,v1.2
CHIP_00040,3,3.1697286496087833,234.80018194417568,5.418940836728333,342.8971944286841,0.84,v1.3
CHIP_00040,4,3.255810620500512,127.21836798935954,3.65632820476866,422.9448513873183,0.87,v1.4
CHIP_00040,5,3.3591771373366885,101.67844550444663,6.911085624512496,375.2383296698205,0.9,v1.5
CHIP_00041,1,3.4081463743533247,164.0713445859325,5.841983115295936,225.4843510683155,0.78,v1.1
CHIP_00041,2,3.4331645845427876,183.33509097965666,7.477808564680085,149.37091172741415,0.81,v1.2
CHIP_00041,3,3.395657580872598,151.25355941577948,7.155259286171401,204.16441403153345,0.84,v1.3
CHIP_00041,4,3.4813166075644846,117.40032954157876,7.803587846005341,283.6238679399724,0.87,v1.4
CHIP_00041,5,3.485029504250963,164.885920781589,9.269478189462454,294.3985781730951,0.9,v1.5
CHIP_00042,1,3.1887145888391615,164.80607066647246,5.233544934404604,251.6716955738502,0.78,v1.1
CHIP_00042,2,3.4243149602369325,82.34519994591669,9.323137790768582,285.198711524839,0.81,v1.2
CHIP_00042,3,3.1637912260544216,169.4910952374252,5.865526499051193,287.6968005579093,0.84,v1.3
CHIP_00042,4,3.2370135882820135,215.70386200271912,6.578775128192756,261.1456500630573,0.87,v1.4
CHIP_00042,5,3.3398231990163847,111.00046509548193,7.45707632314524,467.7401043179317,0.9,v1.5
CHIP_00043,1,3.410709640059091,116.97205572167725,3.575520513275825,307.90827610582426,0.78,v1.1
CHIP_00043,2,3.1390581747359985,195.74763794541258,6.831459677024227,287.7255191992559,0.81,v1.2
CHIP_00043,3,3.2709951753490913,144.47145885356096,8.623589185303615,267.55137851575637,0.84,v1.3
CHIP_00043,4,3.1804042859634247,110.91116977850493,7.478792730279903,223.1382004273278,0.87,v1.4
CHIP_00043,5,3.4198585180175396,139.9235324998426,1.9128978472394627,359.8944690619655,0.9,v1.5
CHIP_00044,1,3.2728644978669923,168.57779671660373,4.253560598481791,398.4746064580321,0.78,v1.1
CHIP_00044,2,3.3445660941239357,258.31942751221067,6.921083475807531,281.3782091107565,0.81,v1.2
CHIP_00044,3,3.213549805549289,79.13785543324494,5.242481473671461,292.81204874028396,0.84,v1.3
CHIP_00044,4,3.4590984327897156,129.43990100653193,7.529395870087324,291.4601926973263,0.87,v1.4
CHIP_00044,5,3.489184430019057,71.70064100100169,8.204097228517876,260.07958256671316,0.9,v1.5
CHIP_00045,1,3.3891564356901878,228.58840603749863,4.797577856848529,212.29925805901166,0.78,v1.1
CHIP_00045,2,3.180689240181623,107.30235158422948,0.6417872934288251,281.79287778443876,0.81,v1.2
CHIP_00045,3,3.364978331914995,162.29932310924133,4.743904142639281,229.0507891494479,0.84,v1.3
CHIP_00045,4,3.2429051102680813,164.1855343690998,7.150510339483209,180.372592834032,0.87,v1.4
CHIP_00045,5,3.3157376366070395,163.25312715144963,3.6130442382268724,343.7550480506182,0.9,v1.5
CHIP_00046,1,3.393345574868552,121.49609323631603,3.7668109257508124,472.44151201559816,0.78,v1.1
CHIP_00046,2,3.380047980835066,158.98894886893422,4.151488236673022,238.17979751160402,0.81,v1.2
CHIP_00046,3,3.3573108139435375,108.87374025737869,3.7684483723759414,289.20457485717594,0.84,v1.3
CHIP_00046,4,3.363827443786028,238.19911110856026,5.9808208269893335,234.27392472635032,0.87,v1.4
CHIP_00046,5,3.2732268626835928,215.20621931639988,7.9063024461169285,399.76598012869005,0.9,v1.5
CHIP_00047,1,3.4013676705195337,245.7050903756866,5.914844726083258,360.135666638316,0.78,v1.1
CHIP_00047,2,3.2193404561143915,161.64840795288495,6.045240005710695,363.09227131888525,0.81,v1.2
CHIP_00047,3,3.237496741666714,71.74117102114003,4.3384421222217675,384.9449625161311,0.84,v1.3
CHIP_00047,4,3.2787764695136015,173.47035371684242,4.302877141584174,383.25517118626124,0.87,v1.4
CHIP_00047,5,3.2894223046406426,144.00946780699985,8.155057468068065,426.1218130956716,0.9,v1.5
CHIP_00048,1,3.4347316073811416,133.60475688648296,4.3103884654202345,227.06125480838185,0.78,v1.1
CHIP_00048,2,3.151113705101535,103.35708271955222,3.802602749462679,199.0531520064033,0.81,v1.2
CHIP_00048,3,3.1482806065348576,84.81789036710109,5.397965912567476,335.25241173207183,0.84,v1.3
CHIP_00048,4,3.3352282820494352,123.91707600593534,4.802510339062142,329.3819274345819,0.87,v1.4
CHIP_00048,5,3.319245814953029,178.08833481278924,3.5752352306916837,438.7126189538368,0.9,v1.5
CHIP_00049,1,3.363142445362331,187.13975027650105,3.3781874024035483,213.27453916249067,0.78,v1.1
CHIP_00049,2,3.230266104911143,186.84880667341184,3.185743572412109,335.7203473593905,0.81,v1.2
CHIP_00049,3,3.4458610840720088,114.64908610967422,3.6270360941525466,241.5131200828919,0.84,v1.3
CHIP_00049,4,3.2835873934075774,197.51023079352115,7.523156135292046,363.8980921701516,0.87,v1.4
CHIP_00049,5,3.1056226843601324,140.62893683517356,3.7355357277064787,332.34474753865265,0.9,v1.5
CHIP_00050,1,3.3900040815014814,125.0429304195737,9.342601075242033,227.51102561913683,0.78,v1.1
CHIP_00050,2,3.353198901509518,257.223061872,7.336157542228872,347.5587039967782,0.81,v1.2
CHIP_00050,3,3.2829585299774764,180.57381164242392,4.395833827091661,390.2385227595394,0.84,v1.3
CHIP_00050,4,3.2275845381046566,137.5795494940429,3.8211713620124734,272.5214387226511,0.87,v1.4
CHIP_00050,5,3.2542036500030274,49.18024564776282,5.566763599492501,261.2710905841225,0.9,v1.5
CHIP_00051,1,3.1690493805766695,115.77390897851328,6.223242553248481,158.0841854148186,0.78,v1.1
CHIP_00051,2,3.2839318450203003,207.27885121184732,4.635146017758424,416.99364671645355,0.81,v1.2
CHIP_00051,3,3.4075815762653567,168.20159184382277,5.451709105697608,300.5384280273544,0.84,v1.3
CHIP_00051,4,3.348992860706682,249.9485459974444,6.501741487227009,419.0776974284731,0.87,v1.4
CHIP_00051,5,3.1840925074230957,122.98725201473215,5.533225852606317,407.48182490683945,0.9,v1.5
CHIP_00052,1,3.1208463577480274,300.88769738743684,5.499405627135867,394.23987574500035,0.78,v1.1
CHIP_00052,2,3.2983953252048863,109.21618716728513,8.92667910854907,284.53470582225236,0.81,v1.2
CHIP_00052,3,3.2275014013301644,169.2323581382779,6.692144288274881,326.78701398270994,0.84,v1.3
CHIP_00052,4,3.3416283253955794,169.03543331529607,7.966270193629625,304.528220913454,0.87,v1.4
CHIP_00052,5,3.2351832885040936,186.12184131961973,0.571031327786355,348.1611834730754,0.9,v1.5
CHIP_00053,1,3.4507511196166636,188.10580086492521,2.3225230552388973,415.39467700611397,0.78,v1.1
CHIP_00053,2,3.244771850281349,159.96774922124408,8.081044473742402,250.57102568877548,0.81,v1.2
CHIP_00053,3,3.313894860168427,84.78843753988521,5.127533383790756,206.65727906904215,0.84,v1.3
